Date,Extension,Number of Files Created,File Size in B,File Size in KB,File Size in MB,File Type,File Format,,,,,
2012-04-20,.zip,18,7275873,7275.873,7.276,Packaged Files,ZIP Format,,,,,
2012-04-21,.doc,3,181760,181.76,0.182,Text Document,Microsoft Word Document,,,,,
2012-04-21,.pdf,3,37631040,37631.04,37.631,PDF,Portable Document Format (PDF),,,,,
2012-04-21,.zip,1,5824496,5824.496,5.824,Packaged Files,ZIP Format,,,,,
2012-04-22,.msg,1,2473984,2473.984,2.474,Email Message,Microsoft Outlook Email Message,,,,,
2012-04-22,.doc,1,135168,135.168,0.135,Text Document,Microsoft Word Document,,,,,
2012-04-22,.dgn,1,1492480,1492.48,1.492,CAD File (2d or 3d),Microstation Design File,,,,,
2012-04-22,.pdf,4,37884360,37884.36,37.884,PDF,Portable Document Format (PDF),,,,,
2012-04-22,.zip,1,2187983,2187.983,2.188,Packaged Files,ZIP Format,,,,,
2012-04-23,.msg,2,499712,499.712,0.500,Email Message,Microsoft Outlook Email Message,,,,,
2012-04-23,.doc,2,266240,266.24,0.266,Text Document,Microsoft Word Document,,,,,
2012-04-23,.pdf,10,28688855,28688.855,28.689,PDF,Portable Document Format (PDF),,,,,
2012-04-23,.zip,4,1213282,1213.282,1.213,Packaged Files,ZIP Format,,,,,
2012-04-24,.dwg,1,728512,728.512,0.729,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-04-24,.jpg,55,115837806,115837.806,115.838,Image,JPEG File Interchange Format,,,,,
2012-04-24,.msg,2,2919936,2919.936,2.920,Email Message,Microsoft Outlook Email Message,,,,,
2012-04-24,.doc,6,812544,812.544,0.813,Text Document,Microsoft Word Document,,,,,
2012-04-24,.dgn,3,2581504,2581.504,2.582,CAD File (2d or 3d),Microstation Design File,,,,,
2012-04-24,.pdf,28,76547823,76547.823,76.548,PDF,Portable Document Format (PDF),,,,,
2012-04-24,.zip,6,13096704,13096.704,13.097,Packaged Files,ZIP Format,,,,,
2012-04-25,.jpg,3,7528928,7528.928,7.529,Image,JPEG File Interchange Format,,,,,
2012-04-25,.msg,6,7684608,7684.608,7.685,Email Message,Microsoft Outlook Email Message,,,,,
2012-04-25,.doc,10,1334272,1334.272,1.334,Text Document,Microsoft Word Document,,,,,
2012-04-25,.dgn,2,1802752,1802.752,1.803,CAD File (2d or 3d),Microstation Design File,,,,,
2012-04-25,.pdf,36,17203976,17203.976,17.204,PDF,Portable Document Format (PDF),,,,,
2012-04-25,.zip,13,10804877,10804.877,10.805,Packaged Files,ZIP Format,,,,,
2012-04-26,.doc,1,133120,133.12,0.133,Text Document,Microsoft Word Document,,,,,
2012-04-26,.dgn,1,933376,933.376,0.933,CAD File (2d or 3d),Microstation Design File,,,,,
2012-04-26,.pdf,13,13602229,13602.229,13.602,PDF,Portable Document Format (PDF),,,,,
2012-04-26,.zip,2,1172760,1172.76,1.173,Packaged Files,ZIP Format,,,,,
2012-04-27,.dwg,4,2123680,2123.68,2.124,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-04-27,.msg,5,3146752,3146.752,3.147,Email Message,Microsoft Outlook Email Message,,,,,
2012-04-27,.doc,8,1079296,1079.296,1.079,Text Document,Microsoft Word Document,,,,,
2012-04-27,.dgn,13,27362304,27362.304,27.362,CAD File (2d or 3d),Microstation Design File,,,,,
2012-04-27,.pdf,30,30196234,30196.234,30.196,PDF,Portable Document Format (PDF),,,,,
2012-04-27,.zip,6,3472946,3472.946,3.473,Packaged Files,ZIP Format,,,,,
2012-04-29,.dwg,1,158066,158.066,0.158,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-04-29,.msg,2,774656,774.656,0.775,Email Message,Microsoft Outlook Email Message,,,,,
2012-04-29,.doc,2,266752,266.752,0.267,Text Document,Microsoft Word Document,,,,,
2012-04-29,.dgn,5,4771840,4771.84,4.772,CAD File (2d or 3d),Microstation Design File,,,,,
2012-04-29,.pdf,17,9036781,9036.781,9.037,PDF,Portable Document Format (PDF),,,,,
2012-04-29,.zip,2,548928,548.928,0.549,Packaged Files,ZIP Format,,,,,
2012-04-30,.msg,2,3641344,3641.344,3.641,Email Message,Microsoft Outlook Email Message,,,,,
2012-04-30,.doc,1,134144,134.144,0.134,Text Document,Microsoft Word Document,,,,,
2012-04-30,.pdf,4,18628258,18628.258,18.628,PDF,Portable Document Format (PDF),,,,,
2012-04-30,.zip,14,22385537,22385.537,22.386,Packaged Files,ZIP Format,,,,,
2012-05-01,.dwg,4,7113551,7113.551,7.114,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-01,.msg,5,9598464,9598.464,9.598,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-01,.pptx,2,268180,268.18,0.268,Text Document,Microsoft PowerPoint,,,,,
2012-05-01,.doc,6,801280,801.28,0.801,Text Document,Microsoft Word Document,,,,,
2012-05-01,.dgn,4,92730368,92730.368,92.730,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-01,.mvba,1,9216,9.216,0.009,CAD File (2d or 3d),MicroStation VBA Project,,,,,
2012-05-01,.pdf,21,21626132,21626.132,21.626,PDF,Portable Document Format (PDF),,,,,
2012-05-01,.stp,1,358355,358.355,0.358,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2012-05-01,.zip,14,17865241,17865.241,17.865,Packaged Files,ZIP Format,,,,,
2012-05-02,.jpg,16,49252908,49252.908,49.253,Image,JPEG File Interchange Format,,,,,
2012-05-02,.msg,4,2190848,2190.848,2.191,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-02,.doc,4,532992,532.992,0.533,Text Document,Microsoft Word Document,,,,,
2012-05-02,.pdf,15,7792308,7792.308,7.792,PDF,Portable Document Format (PDF),,,,,
2012-05-02,.mov,1,63292801,63292.801,63.293,Audio/Video,Quicktime Movie,,,,,
2012-05-02,.zip,4,1692463,1692.463,1.692,Packaged Files,ZIP Format,,,,,
2012-05-03,.ai,2,741883,741.883,0.742,Vector Drawing,Adobe Illustrator,,,,,
2012-05-03,.dwg,6,1357021,1357.021,1.357,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-03,.jpg,1,203147,203.147,0.203,Image,JPEG File Interchange Format,,,,,
2012-05-03,.log,1,1631,1.631,0.002,Text Document,Log File,,,,,
2012-05-03,.msg,1,2617344,2617.344,2.617,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-03,.pptx,1,1304357,1304.357,1.304,Text Document,Microsoft PowerPoint,,,,,
2012-05-03,.doc,1,133632,133.632,0.134,Text Document,Microsoft Word Document,,,,,
2012-05-03,.dgn,9,7081984,7081.984,7.082,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-03,.pdf,11,7943541,7943.541,7.944,PDF,Portable Document Format (PDF),,,,,
2012-05-03,.stp,2,714142,714.142,0.714,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2012-05-03,.zip,3,2680594,2680.594,2.681,Packaged Files,ZIP Format,,,,,
2012-05-04,.dwg,9,9632296,9632.296,9.632,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-04,.ifc,1,879372,879.372,0.879,CAD File (2d or 3d),Industry Foundation Classes,,,,,
2012-05-04,.igs,2,40252734,40252.734,40.253,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2012-05-04,.jpg,1,3290739,3290.739,3.291,Image,JPEG File Interchange Format,,,,,
2012-05-04,.msg,3,25947136,25947.136,25.947,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-04,.pptx,1,140327,140.327,0.140,Text Document,Microsoft PowerPoint,,,,,
2012-05-04,.doc,2,195584,195.584,0.196,Text Document,Microsoft Word Document,,,,,
2012-05-04,.dgn,2,1960448,1960.448,1.960,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-04,.pdf,2,561762,561.762,0.562,PDF,Portable Document Format (PDF),,,,,
2012-05-04,.xml,1,9140,9.14,0.009,Text Document,XML file ,,,,,
2012-05-05,.dwg,1,129168,129.168,0.129,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-05,.log,1,833,0.833,0.001,Text Document,Log File,,,,,
2012-05-05,.doc,2,265728,265.728,0.266,Text Document,Microsoft Word Document,,,,,
2012-05-05,.dgn,1,257694,257.694,0.258,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-05,.pdf,7,3795741,3795.741,3.796,PDF,Portable Document Format (PDF),,,,,
2012-05-06,.dwg,1,101865,101.865,0.102,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-06,.doc,1,133120,133.12,0.133,Text Document,Microsoft Word Document,,,,,
2012-05-06,.dgn,2,7427072,7427.072,7.427,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-06,.pdf,2,1062007,1062.007,1.062,PDF,Portable Document Format (PDF),,,,,
2012-05-07,.dwg,3,612498,612.498,0.612,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-07,.jpg,5,16416693,16416.693,16.417,Image,JPEG File Interchange Format,,,,,
2012-05-07,.log,1,362,0.362,0.000,Text Document,Log File,,,,,
2012-05-07,.msg,3,10529792,10529.792,10.530,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-07,.pptx,1,1317731,1317.731,1.318,Text Document,Microsoft PowerPoint,,,,,
2012-05-07,.lnk,1,561,0.561,0.001,Program or System File,Microsoft Windows Shortcut,,,,,
2012-05-07,.doc,5,748544,748.544,0.749,Text Document,Microsoft Word Document,,,,,
2012-05-07,.dgn,5,4384256,4384.256,4.384,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-07,.pdf,30,38856311,38856.311,38.856,PDF,Portable Document Format (PDF),,,,,
2012-05-07,.MOV,1,49264103,49264.103,49.264,Audio/Video,Quicktime Movie,,,,,
2012-05-07,.zip,5,10779090,10779.09,10.779,Packaged Files,ZIP Format,,,,,
2012-05-08,.ai,3,5940526,5940.526,5.941,Vector Drawing,Adobe Illustrator,,,,,
2012-05-08,.dwg,2,38744919,38744.919,38.745,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-08,.ifcZIP,1,12758709,12758.709,12.759,CAD File (2d or 3d),Industry Foundation Classes Zip File,,,,,
2012-05-08,.jpg,7,5445485,5445.485,5.445,Image,JPEG File Interchange Format,,,,,
2012-05-08,.xlsx,6,99825,99.825,0.100,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
2012-05-08,.msg,3,2861568,2861.568,2.862,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-08,.doc,5,675328,675.328,0.675,Text Document,Microsoft Word Document,,,,,
2012-05-08,.docx,1,11733,11.733,0.012,Text Document,Microsoft Word for Windows,,,,,
2012-05-08,.dgn,5,9682432,9682.432,9.682,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-08,.pdf,25,19579362,19579.362,19.579,PDF,Portable Document Format (PDF),,,,,
2012-05-08,.xml,1,9315,9.315,0.009,Text Document,XML file ,,,,,
2012-05-08,.zip,17,24342221,24342.221,24.342,Packaged Files,ZIP Format,,,,,
2012-05-09,.jpg,2,5291368,5291.368,5.291,Image,JPEG File Interchange Format,,,,,
2012-05-09,.msg,3,1307136,1307.136,1.307,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-09,.doc,5,584704,584.704,0.585,Text Document,Microsoft Word Document,,,,,
2012-05-09,.dgn,2,1796608,1796.608,1.797,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-09,.pdf,25,30857229,30857.229,30.857,PDF,Portable Document Format (PDF),,,,,
2012-05-09,.zip,12,11166627,11166.627,11.167,Packaged Files,ZIP Format,,,,,
2012-05-10,.ai,5,474823,474.823,0.475,Vector Drawing,Adobe Illustrator,,,,,
2012-05-10,.ifc,6,55654055,55654.055,55.654,CAD File (2d or 3d),Industry Foundation Classes,,,,,
2012-05-10,.ifcZIP,2,2379586,2379.586,2.380,CAD File (2d or 3d),Industry Foundation Classes Zip File,,,,,
2012-05-10,.jpg,4,6300911,6300.911,6.301,Image,JPEG File Interchange Format,,,,,
2012-05-10,.xlsx,2,21388,21.388,0.021,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
2012-05-10,.msg,2,468480,468.48,0.468,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-10,.pptx,1,2783625,2783.625,2.784,Text Document,Microsoft PowerPoint,,,,,
2012-05-10,.doc,2,266240,266.24,0.266,Text Document,Microsoft Word Document,,,,,
2012-05-10,.dgn,8,64721920,64721.92,64.722,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-10,.mvba,1,9216,9.216,0.009,CAD File (2d or 3d),MicroStation VBA Project,,,,,
2012-05-10,.pdf,10,5540563,5540.563,5.541,PDF,Portable Document Format (PDF),,,,,
2012-05-10,.ZIP,9,8498294,8498.294,8.498,Packaged Files,ZIP Format,,,,,
2012-05-11,.indd,3,7413760,7413.76,7.414,Text Document,Adobe InDesign Document,,,,,
2012-05-11,.ifc,1,12258909,12258.909,12.259,CAD File (2d or 3d),Industry Foundation Classes,,,,,
2012-05-11,.jpg,18,36865924,36865.924,36.866,Image,JPEG File Interchange Format,,,,,
2012-05-11,.pptx,2,5718804,5718.804,5.719,Text Document,Microsoft PowerPoint,,,,,
2012-05-11,.doc,1,133632,133.632,0.134,Text Document,Microsoft Word Document,,,,,
2012-05-11,.pdf,10,15449730,15449.73,15.450,PDF,Portable Document Format (PDF),,,,,
2012-05-11,.PFB,3,96106,96.106,0.096,Program or System File,Printer Font Binary file,,,,,
2012-05-11,.PFM,3,4881,4.881,0.005,Program or System File,Printer Font Metrics file ,,,,,
2012-05-11,.zip,9,14562309,14562.309,14.562,Packaged Files,ZIP Format,,,,,
2012-05-12,.log,1,1474,1.474,0.001,Text Document,Log File,,,,,
2012-05-13,.dwg,1,104475,104.475,0.104,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-13,.doc,1,133120,133.12,0.133,Text Document,Microsoft Word Document,,,,,
2012-05-13,.dgn,1,829952,829.952,0.830,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-13,.pdf,3,1105409,1105.409,1.105,PDF,Portable Document Format (PDF),,,,,
2012-05-14,.dgn,52,12337664,12337.664,12.338,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-14,.pdf,5,2381011,2381.011,2.381,PDF,Portable Document Format (PDF),,,,,
2012-05-14,.zip,1,315286,315.286,0.315,Packaged Files,ZIP Format,,,,,
2012-05-15,.msg,2,1547264,1547.264,1.547,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-15,.doc,5,666624,666.624,0.667,Text Document,Microsoft Word Document,,,,,
2012-05-15,.dgn,5,18690182,18690.182,18.690,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-15,.txt,1,1884,1.884,0.002,Text Document,Plain Text File,,,,,
2012-05-15,.pdf,20,88667219,88667.219,88.667,PDF,Portable Document Format (PDF),,,,,
2012-05-15,.zip,10,11758876,11758.876,11.759,Packaged Files,ZIP Format,,,,,
2012-05-16,.dwg,2,927467,927.467,0.927,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-16,.csv,1,97,0.097,0.000,Text Document,Comma Separated Values,,,,,
2012-05-16,.jpg,15,48063942,48063.942,48.064,Image,JPEG File Interchange Format,,,,,
2012-05-16,.doc,3,399872,399.872,0.400,Text Document,Microsoft Word Document,,,,,
2012-05-16,.dgn,1,1021952,1021.952,1.022,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-16,.pdf,13,5266052,5266.052,5.266,PDF,Portable Document Format (PDF),,,,,
2012-05-17,.indd,1,3710976,3710.976,3.711,Text Document,Adobe InDesign Document,,,,,
2012-05-17,.dwg,1,74384,74.384,0.074,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-17,.jpg,2,5348460,5348.46,5.348,Image,JPEG File Interchange Format,,,,,
2012-05-17,.xls,1,134656,134.656,0.135,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2012-05-17,.xlsx,4,65432,65.432,0.065,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
2012-05-17,.msg,3,1329152,1329.152,1.329,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-17,.doc,2,268288,268.288,0.268,Text Document,Microsoft Word Document,,,,,
2012-05-17,.cfg,1,28,0.028,0.000,CAD File (2d or 3d),Microstation Configuration File,,,,,
2012-05-17,.dgn,4,10223616,10223.616,10.224,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-17,.upf,2,122040,122.04,0.122,CAD File (2d or 3d),MicroStation User Preferences File,,,,,
2012-05-17,.pdf,9,34236974,34236.974,34.237,PDF,Portable Document Format (PDF),,,,,
2012-05-17,.xml,2,16130,16.13,0.016,Text Document,XML file ,,,,,
2012-05-17,.zip,6,3531034,3531.034,3.531,Packaged Files,ZIP Format,,,,,
2012-05-18,.dwg,3,273240,273.24,0.273,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-18,.jpg,7,22070977,22070.977,22.071,Image,JPEG File Interchange Format,,,,,
2012-05-18,.msg,2,353280,353.28,0.353,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-18,.pptx,1,3256357,3256.357,3.256,Text Document,Microsoft PowerPoint,,,,,
2012-05-18,.doc,5,669696,669.696,0.670,Text Document,Microsoft Word Document,,,,,
2012-05-18,.dgn,1,428544,428.544,0.429,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-18,.nwd,1,11870502,11870.502,11.871,CAD File (2d or 3d),Navisworks Document,,,,,
2012-05-18,.pdf,11,17354990,17354.99,17.355,PDF,Portable Document Format (PDF),,,,,
2012-05-18,.zip,5,425358,425.358,0.425,Packaged Files,ZIP Format,,,,,
2012-05-19,.dwg,1,119816,119.816,0.120,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-20,.xlsx,1,10174,10.174,0.010,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
2012-05-20,.pptx,1,3260657,3260.657,3.261,Text Document,Microsoft PowerPoint,,,,,
2012-05-20,.doc,3,402432,402.432,0.402,Text Document,Microsoft Word Document,,,,,
2012-05-20,.pdf,9,20000508,20000.508,20.001,PDF,Portable Document Format (PDF),,,,,
2012-05-21,.indd,4,11554816,11554.816,11.555,Text Document,Adobe InDesign Document,,,,,
2012-05-21,.jpg,47,149294578,149294.578,149.295,Image,JPEG File Interchange Format,,,,,
2012-05-21,.xlsx,1,10320,10.32,0.010,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
2012-05-21,.msg,6,15307264,15307.264,15.307,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-21,.pptx,2,6521308,6521.308,6.521,Text Document,Microsoft PowerPoint,,,,,
2012-05-21,.doc,3,400384,400.384,0.400,Text Document,Microsoft Word Document,,,,,
2012-05-21,.dgn,5,18497536,18497.536,18.498,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-21,.pdf,7,5020145,5020.145,5.020,PDF,Portable Document Format (PDF),,,,,
2012-05-21,.zip,8,14865694,14865.694,14.866,Packaged Files,ZIP Format,,,,,
2012-05-22,.ai,1,11873124,11873.124,11.873,Vector Drawing,Adobe Illustrator,,,,,
2012-05-22,.dwg,4,340800,340.8,0.341,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-22,.jpg,552,2611545066,2611545.066,2611.545,Image,JPEG File Interchange Format,,,,,
2012-05-22,.dgn,4,22006272,22006.272,22.006,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-22,.hln,5,231424,231.424,0.231,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
2012-05-22,.nwf,1,2362802,2362.802,2.363,CAD File (2d or 3d),Navisworks File,,,,,
2012-05-22,.pdf,16,35705445,35705.445,35.705,PDF,Portable Document Format (PDF),,,,,
2012-05-23,.dwg,5,4448666,4448.666,4.449,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-23,.jpg,182,412473988,412473.988,412.474,Image,JPEG File Interchange Format,,,,,
2012-05-23,.dgn,2,19675136,19675.136,19.675,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-23,.pdf,8,12787512,12787.512,12.788,PDF,Portable Document Format (PDF),,,,,
2012-05-23,.MOV,8,289571666,289571.666,289.572,Audio/Video,Quicktime Movie,,,,,
2012-05-23,.rar,1,1401251,1401.251,1.401,Packaged Files,RAR Archive,,,,,
2012-05-24,.indd,1,2928640,2928.64,2.929,Text Document,Adobe InDesign Document,,,,,
2012-05-24,.jpg,21,59679576,59679.576,59.680,Image,JPEG File Interchange Format,,,,,
2012-05-24,.xlsx,5,92782,92.782,0.093,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
2012-05-24,.pptx,1,3274014,3274.014,3.274,Text Document,Microsoft PowerPoint,,,,,
2012-05-24,.dgn,7,13220352,13220.352,13.220,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-24,.pdf,7,3113297,3113.297,3.113,PDF,Portable Document Format (PDF),,,,,
2012-05-24,.zip,26,19995353,19995.353,19.995,Packaged Files,ZIP Format,,,,,
2012-05-25,.indd,1,1523712,1523.712,1.524,Text Document,Adobe InDesign Document,,,,,
2012-05-25,.msg,1,65536,65.536,0.066,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-25,.pptx,1,3283498,3283.498,3.283,Text Document,Microsoft PowerPoint,,,,,
2012-05-25,.nwd,1,7748895,7748.895,7.749,CAD File (2d or 3d),Navisworks Document,,,,,
2012-05-25,.pdf,6,11138048,11138.048,11.138,PDF,Portable Document Format (PDF),,,,,
2012-05-28,.dgn,31,314166784,314166.784,314.167,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-28,.rsc,1,404,0.404,0.000,CAD File (2d or 3d),Microstation Resource File,,,,,
2012-05-29,.dwg,6,5135076,5135.076,5.135,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-29,.msg,1,61952,61.952,0.062,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-29,.doc,1,133632,133.632,0.134,Text Document,Microsoft Word Document,,,,,
2012-05-29,.dgn,4,20738048,20738.048,20.738,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-29,.pdf,16,19156872,19156.872,19.157,PDF,Portable Document Format (PDF),,,,,
2012-05-29,.zip,1,5268967,5268.967,5.269,Packaged Files,ZIP Format,,,,,
2012-05-30,.dwg,6,5443027,5443.027,5.443,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-30,.jpg,23,58269513,58269.513,58.270,Image,JPEG File Interchange Format,,,,,
2012-05-30,.msg,10,2183680,2183.68,2.184,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-30,.doc,7,933888,933.888,0.934,Text Document,Microsoft Word Document,,,,,
2012-05-30,.dgn,5,54441472,54441.472,54.441,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-30,.pdf,10,2628390,2628.39,2.628,PDF,Portable Document Format (PDF),,,,,
2012-05-30,.MOV,1,80026303,80026.303,80.026,Audio/Video,Quicktime Movie,,,,,
2012-05-30,.zip,11,2838565,2838.565,2.839,Packaged Files,ZIP Format,,,,,
2012-05-31,.dwg,2,1462911,1462.911,1.463,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-05-31,.jpg,22,45939323,45939.323,45.939,Image,JPEG File Interchange Format,,,,,
2012-05-31,.xls,3,82944,82.944,0.083,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2012-05-31,.msg,5,10872320,10872.32,10.872,Email Message,Microsoft Outlook Email Message,,,,,
2012-05-31,.doc,4,536576,536.576,0.537,Text Document,Microsoft Word Document,,,,,
2012-05-31,.docx,1,13969,13.969,0.014,Text Document,Microsoft Word for Windows,,,,,
2012-05-31,.dgn,7,8374784,8374.784,8.375,CAD File (2d or 3d),Microstation Design File,,,,,
2012-05-31,.pdf,24,40912206,40912.206,40.912,PDF,Portable Document Format (PDF),,,,,
2012-05-31,.MOV,1,60864810,60864.81,60.865,Audio/Video,Quicktime Movie,,,,,
2012-05-31,.zip,11,12402579,12402.579,12.403,Packaged Files,ZIP Format,,,,,
2012-06-01,.xls,1,55296,55.296,0.055,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2012-06-01,.msg,1,192000,192,0.192,Email Message,Microsoft Outlook Email Message,,,,,
2012-06-01,.pdf,8,3569041,3569.041,3.569,PDF,Portable Document Format (PDF),,,,,
2012-06-01,.zip,6,2536555,2536.555,2.537,Packaged Files,ZIP Format,,,,,
2012-06-02,.JPG,595,2743499865,2743499.865,2743.500,Image,JPEG File Interchange Format,,,,,
2012-06-02,.msg,7,11296768,11296.768,11.297,Email Message,Microsoft Outlook Email Message,,,,,
2012-06-02,.doc,8,1069568,1069.568,1.070,Text Document,Microsoft Word Document,,,,,
2012-06-02,.dgn,2,11510272,11510.272,11.510,CAD File (2d or 3d),Microstation Design File,,,,,
2012-06-02,.pdf,19,21850558,21850.558,21.851,PDF,Portable Document Format (PDF),,,,,
2012-06-02,.zip,7,10032856,10032.856,10.033,Packaged Files,ZIP Format,,,,,
2012-06-03,.dwg,1,111449,111.449,0.111,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-06-03,.jpg,20,8632848,8632.848,8.633,Image,JPEG File Interchange Format,,,,,
2012-06-03,.doc,4,532992,532.992,0.533,Text Document,Microsoft Word Document,,,,,
2012-06-03,.dgn,4,3462144,3462.144,3.462,CAD File (2d or 3d),Microstation Design File,,,,,
2012-06-03,.pdf,11,12815347,12815.347,12.815,PDF,Portable Document Format (PDF),,,,,
2012-06-04,.jpg,2,3743066,3743.066,3.743,Image,JPEG File Interchange Format,,,,,
2012-06-04,.msg,6,9352704,9352.704,9.353,Email Message,Microsoft Outlook Email Message,,,,,
2012-06-04,.mpp,1,450560,450.56,0.451,Spreadsheet or Database,Microsoft Project,,,,,
2012-06-04,.doc,1,133120,133.12,0.133,Text Document,Microsoft Word Document,,,,,
2012-06-04,.pdf,8,8135193,8135.193,8.135,PDF,Portable Document Format (PDF),,,,,
2012-06-04,.zip,11,13423120,13423.12,13.423,Packaged Files,ZIP Format,,,,,
2012-06-05,.jpg,32,111328831,111328.831,111.329,Image,JPEG File Interchange Format,,,,,
2012-06-05,.msg,1,1488896,1488.896,1.489,Email Message,Microsoft Outlook Email Message,,,,,
2012-06-05,.doc,2,15668224,15668.224,15.668,Text Document,Microsoft Word Document,,,,,
2012-06-05,.dgn,1,2162176,2162.176,2.162,CAD File (2d or 3d),Microstation Design File,,,,,
2012-06-05,.nwd,1,14065032,14065.032,14.065,CAD File (2d or 3d),Navisworks Document,,,,,
2012-06-05,.pdf,17,17968223,17968.223,17.968,PDF,Portable Document Format (PDF),,,,,
2012-06-05,.tbp,1,11745975,11745.975,11.746,CAD File (2d or 3d),Tekla BIMsight file,,,,,
2012-06-05,.zip,10,2735144,2735.144,2.735,Packaged Files,ZIP Format,,,,,
2012-06-06,.dwg,2,171888,171.888,0.172,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-06-06,.doc,6,276632576,276632.576,276.633,Text Document,Microsoft Word Document,,,,,
2012-06-06,.dgn,3,7005184,7005.184,7.005,CAD File (2d or 3d),Microstation Design File,,,,,
2012-06-06,.pdf,8,7939345,7939.345,7.939,PDF,Portable Document Format (PDF),,,,,
2012-06-06,.zip,6,1899873,1899.873,1.900,Packaged Files,ZIP Format,,,,,
2012-06-07,.indd,1,16818176,16818.176,16.818,Text Document,Adobe InDesign Document,,,,,
2012-06-07,.dwg,4,2731734,2731.734,2.732,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2012-06-07,.doc,2,267264,267.264,0.267,Text Document,Microsoft Word Document,,,,,
2012-06-07,.dgn,8,45338112,45338.112,45.338,CAD File (2d or 3d),Microstation Design File,,,,,
2012-06-07,.pdf,12,14752995,14752.995,14.753,PDF,Portable Document Format (PDF),,,,,
