Date,Extension,Number of Files Created,File Size in B,File Size in KB,File Size in MB,File Type,File Format,,,,,
2009-09-16,.pdf,2,19080314,19080.314,19.080,PDF,Portable Document Format (PDF),,,,,
2009-09-16,.~d,1,432128,432.128,0.432,CAD File (2d or 3d),Crashed DGN File,,,,,
2009-09-17,.dwg,3,2433458,2433.458,2.433,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-09-17,.dgn,3,931328,931.328,0.931,CAD File (2d or 3d),Microstation Design File,,,,,
2009-09-17,.bcnv,1,12741,12.741,0.013,CAD File (2d or 3d),MicroStation V8 Batch Conversion File,,,,,
2009-09-17,.pdf,2,219928,219.928,0.220,PDF,Portable Document Format (PDF),,,,,
2009-09-18,.doc,1,26624,26.624,0.027,Text Document,Microsoft Word Document,,,,,
2009-09-18,.pdf,1,1722912,1722.912,1.723,PDF,Portable Document Format (PDF),,,,,
2009-09-19,.dgn,4,307200,307.2,0.307,CAD File (2d or 3d),Microstation Design File,,,,,
2009-09-20,.dwg,2,201666,201.666,0.202,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-09-20,.xls,1,69120,69.12,0.069,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-09-21,.dwg,19,39719937,39719.937,39.720,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-09-21,.pdf,5,326633451,326633.451,326.633,PDF,Portable Document Format (PDF),,,,,
2009-09-22,.dwg,4,2411622,2411.622,2.412,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-09-22,.jpg,1,11721,11.721,0.012,Image,JPEG File Interchange Format,,,,,
2009-09-22,.doc,3,125440,125.44,0.125,Text Document,Microsoft Word Document,,,,,
2009-09-22,.pdf,2,984285,984.285,0.984,PDF,Portable Document Format (PDF),,,,,
2009-09-23,.dwg,3,25883778,25883.778,25.884,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-09-23,.jpg,6,2217115,2217.115,2.217,Image,JPEG File Interchange Format,,,,,
2009-09-23,.doc,4,294400,294.4,0.294,Text Document,Microsoft Word Document,,,,,
2009-09-23,.mat,1,50,0.05,0.000,CAD File (2d or 3d),Microstation Material file,,,,,
2009-09-23,.pdf,1,795692,795.692,0.796,PDF,Portable Document Format (PDF),,,,,
2009-09-24,.dwg,40,22554108,22554.108,22.554,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-09-24,.dll,1,1592832,1592.832,1.593,Text Document,Dynamic Link Library,,,,,
2009-09-24,.jpg,2,786235,786.235,0.786,Image,JPEG File Interchange Format,,,,,
2009-09-24,.xls,1,143872,143.872,0.144,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-09-24,.doc,7,384512,384.512,0.385,Text Document,Microsoft Word Document,,,,,
2009-09-24,.pal,1,24729,24.729,0.025,CAD File (2d or 3d),Microstation Material Palette,,,,,
2009-09-24,.pdf,20,46123014,46123.014,46.123,PDF,Portable Document Format (PDF),,,,,
2009-09-24,.config,1,20853,20.853,0.021,Program or System File,,,,,,
2009-09-25,.dwg,407,297527086,297527.086,297.527,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-09-25,.dwt,5,665181,665.181,0.665,CAD File (2d or 3d),AutoCAD Drawing Template File,,,,,
2009-09-25,.dst,3,97518,97.518,0.098,Program or System File,DS_store file (MAC),,,,,
2009-09-25,.dgn,27,12850481,12850.481,12.850,CAD File (2d or 3d),Microstation Design File,,,,,
2009-09-25,.txt,4,10872,10.872,0.011,Text Document,Plain Text File,,,,,
2009-09-25,.pdf,168,85072797,85072.797,85.073,PDF,Portable Document Format (PDF),,,,,
2009-09-26,.dwg,44,284582757,284582.757,284.583,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-09-26,.pdf,4,40230657,40230.657,40.231,PDF,Portable Document Format (PDF),,,,,
2009-09-27,.dwg,34,49197950,49197.95,49.198,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-09-27,.dgn,4,544768,544.768,0.545,CAD File (2d or 3d),Microstation Design File,,,,,
2009-09-27,.pdf,3,31359881,31359.881,31.360,PDF,Portable Document Format (PDF),,,,,
2009-09-28,.dwg,54,116275661,116275.661,116.276,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-09-28,.xls,13,952832,952.832,0.953,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-09-28,.doc,1,52224,52.224,0.052,Text Document,Microsoft Word Document,,,,,
2009-09-28,.dgn,1,100864,100.864,0.101,CAD File (2d or 3d),Microstation Design File,,,,,
2009-09-28,.bcnv,1,26445,26.445,0.026,CAD File (2d or 3d),MicroStation V8 Batch Conversion File,,,,,
2009-09-28,.pdf,154,267902871,267902.871,267.903,PDF,Portable Document Format (PDF),,,,,
2009-09-29,.dwg,10,5222912,5222.912,5.223,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-09-29,.plt,5,4816466,4816.466,4.816,Vector Drawing,Hewlett Packard Vector Graphic Plotter File,,,,,
2009-09-29,.ifc,14,55412366,55412.366,55.412,CAD File (2d or 3d),Industry Foundation Classes,,,,,
2009-09-29,.xls,2,236544,236.544,0.237,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-09-29,.job,1,7850,7.85,0.008,CAD File (2d or 3d),Microstation Batch Print File,,,,,
2009-09-29,.pdf,29,108239971,108239.971,108.240,PDF,Portable Document Format (PDF),,,,,
2009-09-30,.xls,4,502784,502.784,0.503,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-09-30,.doc,1,46080,46.08,0.046,Text Document,Microsoft Word Document,,,,,
2009-09-30,.pdf,7,1291586,1291.586,1.292,PDF,Portable Document Format (PDF),,,,,
2009-10-01,.xls,2,53248,53.248,0.053,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-10-01,.dgn,1,394240,394.24,0.394,CAD File (2d or 3d),Microstation Design File,,,,,
2009-10-01,.pdf,4,370827,370.827,0.371,PDF,Portable Document Format (PDF),,,,,
2009-10-02,.xls,1,3511296,3511.296,3.511,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-10-02,.pdf,8,8197275,8197.275,8.197,PDF,Portable Document Format (PDF),,,,,
2009-10-04,.dgn,1,212480,212.48,0.212,CAD File (2d or 3d),Microstation Design File,,,,,
2009-10-04,.pdf,12,60863097,60863.097,60.863,PDF,Portable Document Format (PDF),,,,,
2009-10-05,.CATPart,2,2657155,2657.155,2.657,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-05,.xls,3,91136,91.136,0.091,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-10-05,.pdf,12,24365552,24365.552,24.366,PDF,Portable Document Format (PDF),,,,,
2009-10-05,.stp,2,3018615,3018.615,3.019,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-10-06,.CATPart,2,844923,844.923,0.845,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-06,.log,13,169990,169.99,0.170,Text Document,Log File,,,,,
2009-10-06,.xls,3,264192,264.192,0.264,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-10-06,.dgn,2,1392128,1392.128,1.392,CAD File (2d or 3d),Microstation Design File,,,,,
2009-10-06,.pdf,11,39127546,39127.546,39.128,PDF,Portable Document Format (PDF),,,,,
2009-10-06,.stp,14,24268984,24268.984,24.269,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-10-07,.CATPart,2,1091667,1091.667,1.092,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-07,.igs,1,46084,46.084,0.046,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2009-10-07,.xls,2,85504,85.504,0.086,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-10-07,.pdf,2,446404,446.404,0.446,PDF,Portable Document Format (PDF),,,,,
2009-10-08,.CATPart,4,13917229,13917.229,13.917,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-08,.log,3,3886,3.886,0.004,Text Document,Log File,,,,,
2009-10-08,.pdf,5,2297421,2297.421,2.297,PDF,Portable Document Format (PDF),,,,,
2009-10-08,.stp,4,877639,877.639,0.878,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-10-08,.TIF,1,15043836,15043.836,15.044,Image,Tagged Image File Format,,,,,
2009-10-09,.CATPart,1,630267,630.267,0.630,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-09,.xls,3,117760,117.76,0.118,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-10-09,.dgn,1,122368,122.368,0.122,CAD File (2d or 3d),Microstation Design File,,,,,
2009-10-09,.pdf,2,4101835,4101.835,4.102,PDF,Portable Document Format (PDF),,,,,
2009-10-09,.3dm,2,48072768,48072.768,48.073,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2009-10-11,.dgn,1,127488,127.488,0.127,CAD File (2d or 3d),Microstation Design File,,,,,
2009-10-12,.CATPart,10,56800387,56800.387,56.800,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-12,.log,2,200130,200.13,0.200,Text Document,Log File,,,,,
2009-10-12,.dgn,1,391168,391.168,0.391,CAD File (2d or 3d),Microstation Design File,,,,,
2009-10-12,.pdf,3,152905,152.905,0.153,PDF,Portable Document Format (PDF),,,,,
2009-10-12,.stp,2,28649041,28649.041,28.649,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-10-13,.CATProduct,1,28395,28.395,0.028,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
2009-10-13,.xls,3,196608,196.608,0.197,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-10-13,.docx,2,31470,31.47,0.031,Text Document,Microsoft Word for Windows,,,,,
2009-10-13,.dgn,17,10125824,10125.824,10.126,CAD File (2d or 3d),Microstation Design File,,,,,
2009-10-13,.pdf,18,9227760,9227.76,9.228,PDF,Portable Document Format (PDF),,,,,
2009-10-14,.CATPart,1,660029,660.029,0.660,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-14,.xlsx,1,9637,9.637,0.010,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
2009-10-14,.mpp,1,839680,839.68,0.840,Spreadsheet or Database,Microsoft Project,,,,,
2009-10-14,.dgn,3,4364288,4364.288,4.364,CAD File (2d or 3d),Microstation Design File,,,,,
2009-10-14,.pdf,3,99526,99.526,0.100,PDF,Portable Document Format (PDF),,,,,
2009-10-15,.fmp,3,882,0.882,0.001,CAD File (2d or 3d),AutoCAD Font Mapping Table,,,,,
2009-10-15,.CATPart,1,107277,107.277,0.107,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-15,.pdf,2,1838653,1838.653,1.839,PDF,Portable Document Format (PDF),,,,,
2009-10-16,.CATProduct,1,26033,26.033,0.026,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
2009-10-16,.CATPart,8,36683164,36683.164,36.683,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-16,.log,3,132082,132.082,0.132,Text Document,Log File,,,,,
2009-10-16,.xls,2,68096,68.096,0.068,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-10-16,.pdf,1,49697,49.697,0.050,PDF,Portable Document Format (PDF),,,,,
2009-10-16,.stp,3,17125084,17125.084,17.125,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-10-17,.dgn,5,665088,665.088,0.665,CAD File (2d or 3d),Microstation Design File,,,,,
2009-10-19,.log,4,2319,2.319,0.002,Text Document,Log File,,,,,
2009-10-19,.dgn,3,161280,161.28,0.161,CAD File (2d or 3d),Microstation Design File,,,,,
2009-10-19,.pdf,3,525524,525.524,0.526,PDF,Portable Document Format (PDF),,,,,
2009-10-19,.stp,4,348368,348.368,0.348,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-10-20,.CATProduct,1,19469,19.469,0.019,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
2009-10-20,.CATPart,2,3101689,3101.689,3.102,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-20,.mat,1,170,0.17,0.000,CAD File (2d or 3d),Microstation Material file,,,,,
2009-10-21,.CATPart,2,821338,821.338,0.821,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-21,.pdf,1,11155,11.155,0.011,PDF,Portable Document Format (PDF),,,,,
2009-10-22,.dwg,3,2885283,2885.283,2.885,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-10-22,.CATPart,1,287711,287.711,0.288,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-22,.pdf,1,29660,29.66,0.030,PDF,Portable Document Format (PDF),,,,,
2009-10-23,.dll,1,307200,307.2,0.307,Text Document,Dynamic Link Library,,,,,
2009-10-23,.exe,1,5304832,5304.832,5.305,CAD File (2d or 3d),Executable File (Unity),,,,,
2009-10-26,.CATPart,7,8895186,8895.186,8.895,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-26,.log,1,587,0.587,0.001,Text Document,Log File,,,,,
2009-10-26,.stp,1,253658,253.658,0.254,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-10-27,.CATPart,1,3156154,3156.154,3.156,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-27,.log,3,1815,1.815,0.002,Text Document,Log File,,,,,
2009-10-27,.dgn,1,73728,73.728,0.074,CAD File (2d or 3d),Microstation Design File,,,,,
2009-10-27,.mvba,1,9216,9.216,0.009,CAD File (2d or 3d),MicroStation VBA Project,,,,,
2009-10-27,.stp,4,1954435,1954.435,1.954,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-10-28,.sfo,1,2724,2.724,0.003,Program or System File,Bitstream font file,,,,,
2009-10-28,.CATPart,1,11517429,11517.429,11.517,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-28,.log,1,611,0.611,0.001,Text Document,Log File,,,,,
2009-10-28,.xls,1,23040,23.04,0.023,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-10-28,.doc,1,55296,55.296,0.055,Text Document,Microsoft Word Document,,,,,
2009-10-28,.pdf,2,7766545,7766.545,7.767,PDF,Portable Document Format (PDF),,,,,
2009-10-28,.stp,1,11326808,11326.808,11.327,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-10-29,.dwg,25,8537312,8537.312,8.537,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-10-29,.CATPart,3,456441,456.441,0.456,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-10-29,.bcnv,1,52771,52.771,0.053,CAD File (2d or 3d),MicroStation V8 Batch Conversion File,,,,,
2009-10-30,.pdf,4,37069761,37069.761,37.070,PDF,Portable Document Format (PDF),,,,,
2009-11-01,.dgn,10,1274880,1274.88,1.275,CAD File (2d or 3d),Microstation Design File,,,,,
2009-11-02,.CATProduct,1,44090,44.09,0.044,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
2009-11-02,.CATPart,9,11381845,11381.845,11.382,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-02,.xls,1,70144,70.144,0.070,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-11-02,.dgn,10,1070080,1070.08,1.070,CAD File (2d or 3d),Microstation Design File,,,,,
2009-11-02,.pdf,1,93860,93.86,0.094,PDF,Portable Document Format (PDF),,,,,
2009-11-02,.stp,1,2212051,2212.051,2.212,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-11-03,.gct,1,11193,11.193,0.011,CAD File (2d or 3d),Bentley V8 GenerativeComponents File,,,,,
2009-11-03,.CATPart,2,19340635,19340.635,19.341,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-03,.log,2,1273,1.273,0.001,Text Document,Log File,,,,,
2009-11-03,.stp,2,14496198,14496.198,14.496,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-11-04,.dwg,1,1224802,1224.802,1.225,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-11-04,.pdf,1,168443,168.443,0.168,PDF,Portable Document Format (PDF),,,,,
2009-11-04,.stp,1,4706136,4706.136,4.706,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-11-05,.CATPart,3,4387466,4387.466,4.387,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-06,.sat,2,796249,796.249,0.796,Program or System File,ACIS Standard ACIS Text File,,,,,
2009-11-06,.shx,1,8489,8.489,0.008,CAD File (2d or 3d),AutoCAD Compiled Shape/Font File,,,,,
2009-11-06,.dwg,3,91910,91.91,0.092,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-11-06,.rar,1,277149,277.149,0.277,Packaged Files,RAR Archive,,,,,
2009-11-06,.stp,9,1126096,1126.096,1.126,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-11-06,.3dm,3,429638,429.638,0.430,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2009-11-08,.pdf,1,2342297,2342.297,2.342,PDF,Portable Document Format (PDF),,,,,
2009-11-09,.dwg,4,308903,308.903,0.309,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-11-09,.CATPart,1,4044297,4044.297,4.044,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-09,.log,4,2458,2.458,0.002,Text Document,Log File,,,,,
2009-11-09,.dgn,3,365568,365.568,0.366,CAD File (2d or 3d),Microstation Design File,,,,,
2009-11-09,.pdf,7,3626872,3626.872,3.627,PDF,Portable Document Format (PDF),,,,,
2009-11-10,.dwg,1,222328,222.328,0.222,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-11-10,.CATPart,2,226150,226.15,0.226,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-10,.log,8,4656,4.656,0.005,Text Document,Log File,,,,,
2009-11-10,.pdf,1,332890,332.89,0.333,PDF,Portable Document Format (PDF),,,,,
2009-11-10,.stp,8,737621,737.621,0.738,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-11-11,.CATProduct,1,65715,65.715,0.066,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
2009-11-11,.CATPart,8,8606035,8606.035,8.606,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-11,.igs,1,84402,84.402,0.084,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2009-11-11,.jpg,21,19870175,19870.175,19.870,Image,JPEG File Interchange Format,,,,,
2009-11-11,.log,13,7355,7.355,0.007,Text Document,Log File,,,,,
2009-11-11,.dgn,2,159744,159.744,0.160,CAD File (2d or 3d),Microstation Design File,,,,,
2009-11-11,.bcnv,1,10533,10.533,0.011,CAD File (2d or 3d),MicroStation V8 Batch Conversion File,,,,,
2009-11-11,.stp,14,1398530,1398.53,1.399,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-11-12,.jpg,3,2607289,2607.289,2.607,Image,JPEG File Interchange Format,,,,,
2009-11-12,.bcnv,1,27892,27.892,0.028,CAD File (2d or 3d),MicroStation V8 Batch Conversion File,,,,,
2009-11-12,.pdf,1,324151,324.151,0.324,PDF,Portable Document Format (PDF),,,,,
2009-11-13,.dwg,1,1316096,1316.096,1.316,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-11-13,.CATProduct,1,21025,21.025,0.021,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
2009-11-13,.CATPart,6,5573586,5573.586,5.574,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-13,.jpg,1,893278,893.278,0.893,Image,JPEG File Interchange Format,,,,,
2009-11-13,.dgn,1,51712,51.712,0.052,CAD File (2d or 3d),Microstation Design File,,,,,
2009-11-13,.pdf,2,1482357,1482.357,1.482,PDF,Portable Document Format (PDF),,,,,
2009-11-13,.stp,4,2229158,2229.158,2.229,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-11-13,.zip,1,18742,18.742,0.019,Packaged Files,ZIP Format,,,,,
2009-11-16,.CATPart,1,1741436,1741.436,1.741,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-17,.dgn,7,2369536,2369.536,2.370,CAD File (2d or 3d),Microstation Design File,,,,,
2009-11-18,.dwg,4,1018368,1018.368,1.018,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-11-18,.CATProduct,1,74546,74.546,0.075,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
2009-11-18,.CATPart,4,55203462,55203.462,55.203,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-18,.jpg,8,1310364,1310.364,1.310,Image,JPEG File Interchange Format,,,,,
2009-11-18,.log,5,2163763,2163.763,2.164,Text Document,Log File,,,,,
2009-11-18,.xls,2,133632,133.632,0.134,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-11-18,.doc,2,62464,62.464,0.062,Text Document,Microsoft Word Document,,,,,
2009-11-18,.pdf,1,347064,347.064,0.347,PDF,Portable Document Format (PDF),,,,,
2009-11-18,.stp,5,97917000,97917,97.917,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-11-19,.dwg,3,721312,721.312,0.721,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-11-19,.CATProduct,1,25933,25.933,0.026,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
2009-11-19,.CATPart,3,38021634,38021.634,38.022,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-19,.xls,2,118272,118.272,0.118,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-11-19,.doc,1,111104,111.104,0.111,Text Document,Microsoft Word Document,,,,,
2009-11-19,.dgn,9,6099456,6099.456,6.099,CAD File (2d or 3d),Microstation Design File,,,,,
2009-11-19,.pdf,11,11291311,11291.311,11.291,PDF,Portable Document Format (PDF),,,,,
2009-11-20,.CATPart,1,431197,431.197,0.431,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-20,.jpg,1,118803,118.803,0.119,Image,JPEG File Interchange Format,,,,,
2009-11-23,.dwg,1,1293614,1293.614,1.294,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-11-23,.CATPart,7,26146680,26146.68,26.147,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-23,.JPG,14,35479099,35479.099,35.479,Image,JPEG File Interchange Format,,,,,
2009-11-23,.log,10,148279,148.279,0.148,Text Document,Log File,,,,,
2009-11-23,.pdf,19,16603682,16603.682,16.604,PDF,Portable Document Format (PDF),,,,,
2009-11-23,.stp,10,45855373,45855.373,45.855,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-11-24,.ai,4,60369923,60369.923,60.370,Vector Drawing,Adobe Illustrator,,,,,
2009-11-24,.dwg,7,4274437,4274.437,4.274,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-11-24,.CATProduct,1,31887,31.887,0.032,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
2009-11-24,.CATPart,5,45081762,45081.762,45.082,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-11-24,.jpg,50,54764786,54764.786,54.765,Image,JPEG File Interchange Format,,,,,
2009-11-24,.pdf,2,444965,444.965,0.445,PDF,Portable Document Format (PDF),,,,,
2009-11-25,.doc,5,1082368,1082.368,1.082,Text Document,Microsoft Word Document,,,,,
2009-11-25,.docx,1,51124,51.124,0.051,Text Document,Microsoft Word for Windows,,,,,
2009-11-25,.pdf,1,1465494,1465.494,1.465,PDF,Portable Document Format (PDF),,,,,
2009-11-25,.bas,1,735,0.735,0.001,Program or System File,unk-Visual Basic,,,,,
2009-11-26,.pdf,1,356670,356.67,0.357,PDF,Portable Document Format (PDF),,,,,
2009-11-27,.xls,1,109056,109.056,0.109,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-11-27,.pdf,1,3721520,3721.52,3.722,PDF,Portable Document Format (PDF),,,,,
2009-11-30,.dwg,1,352576,352.576,0.353,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-11-30,.xls,1,26624,26.624,0.027,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2009-11-30,.doc,1,323584,323.584,0.324,Text Document,Microsoft Word Document,,,,,
2009-11-30,.pdf,8,9731213,9731.213,9.731,PDF,Portable Document Format (PDF),,,,,
2009-12-01,.dwg,2,1997410,1997.41,1.997,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-12-01,.CATPart,1,892471,892.471,0.892,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-12-01,.igs,1,49491,49.491,0.049,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2009-12-01,.jpg,1,12759,12.759,0.013,Image,JPEG File Interchange Format,,,,,
2009-12-01,.log,1,620,0.62,0.001,Text Document,Log File,,,,,
2009-12-01,.doc,1,55296,55.296,0.055,Text Document,Microsoft Word Document,,,,,
2009-12-01,.pdf,13,30181710,30181.71,30.182,PDF,Portable Document Format (PDF),,,,,
2009-12-01,.stp,1,46827,46.827,0.047,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-12-02,.dwg,14,4867042,4867.042,4.867,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-12-02,.jpg,10,52432008,52432.008,52.432,Image,JPEG File Interchange Format,,,,,
2009-12-02,.job,1,3892,3.892,0.004,CAD File (2d or 3d),Microstation Batch Print File,,,,,
2009-12-02,.bcnv,2,38527,38.527,0.039,CAD File (2d or 3d),MicroStation V8 Batch Conversion File,,,,,
2009-12-02,.pdf,3,42036362,42036.362,42.036,PDF,Portable Document Format (PDF),,,,,
2009-12-03,.dwg,3,805008,805.008,0.805,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-12-03,.CATProduct,1,14850,14.85,0.015,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
2009-12-03,.CATPart,2,44064480,44064.48,44.064,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-12-03,.dxf,1,80984614,80984.614,80.985,CAD File (2d or 3d),Drawing Interchange File Format (ASCII),,,,,
2009-12-03,.log,2,20186,20.186,0.020,Text Document,Log File,,,,,
2009-12-03,.doc,1,44544,44.544,0.045,Text Document,Microsoft Word Document,,,,,
2009-12-03,.pdf,1,14854,14.854,0.015,PDF,Portable Document Format (PDF),,,,,
2009-12-03,.stp,3,38320811,38320.811,38.321,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-12-03,.3dm,1,42544111,42544.111,42.544,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2009-12-04,.dwg,4,1133724,1133.724,1.134,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-12-04,.CATProduct,2,96670,96.67,0.097,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
2009-12-04,.CATPart,2,4073269,4073.269,4.073,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2009-12-04,.log,1,10547,10.547,0.011,Text Document,Log File,,,,,
2009-12-04,.dgn,25,2921835,2921.835,2.922,CAD File (2d or 3d),Microstation Design File,,,,,
2009-12-04,.pdf,4,1384185,1384.185,1.384,PDF,Portable Document Format (PDF),,,,,
2009-12-04,.stp,2,1870977,1870.977,1.871,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2009-12-05,.dwg,11,3080608,3080.608,3.081,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2009-12-05,.dgn,13,1180172,1180.172,1.180,CAD File (2d or 3d),Microstation Design File,,,,,
2009-12-05,.pdf,2,3248069,3248.069,3.248,PDF,Portable Document Format (PDF),,,,,
