Date,Extension,Number of Files Created,File Size in B,File Size in KB,File Size in MB,File Type,File Format,,,,,
9/16/2013,.pdf,17,18213602,18213.602,18.214,PDF,Portable Document Format (PDF),,,,,
9/16/2013,.zip,46,49204203,49204.203,49.204,Packaged Files,ZIP Format,,,,,
9/17/2013,.dwg,1,1354262,1354.262,1.354,CAD File (2d or 3d),AutoCAD Drawing,,,,,
9/17/2013,.fbx,1,734288,734.288,0.734,CAD File (2d or 3d),Autodesk FilmBox 3D Asset Exchange Format,,,,,
9/17/2013,.mb,7,524702704,524702.704,524.703,CAD File (2d or 3d),Maya Binary File Format,,,,,
9/17/2013,.swatches,7,2657660,2657.66,2.658,CAD File (2d or 3d),Maya Icons or Swatches file,,,,,
9/17/2013,.msg,2,2194944,2194.944,2.195,Email Message,Microsoft Outlook Email Message,,,,,
9/17/2013,.doc,2,271872,271.872,0.272,Text Document,Microsoft Word Document,,,,,
9/17/2013,.dgn,10,8721408,8721.408,8.721,CAD File (2d or 3d),Microstation Design File,,,,,
9/17/2013,.pdf,12,6275595,6275.595,6.276,PDF,Portable Document Format (PDF),,,,,
9/17/2013,.obj,2,226808912,226808.912,226.809,CAD File (2d or 3d),Wavefront OBJ File,,,,,
9/17/2013,.zip,26,20546122,20546.122,20.546,Packaged Files,ZIP Format,,,,,
9/18/2013,.JPG,1,2334287,2334.287,2.334,Image,JPEG File Interchange Format,,,,,
9/18/2013,.mb,7,570939424,570939.424,570.939,CAD File (2d or 3d),Maya Binary File Format,,,,,
9/18/2013,.swatches,6,4127327,4127.327,4.127,CAD File (2d or 3d),Maya Icons or Swatches file,,,,,
9/18/2013,.dgn,10,6772224,6772.224,6.772,CAD File (2d or 3d),Microstation Design File,,,,,
9/18/2013,.pdf,3,1347173,1347.173,1.347,PDF,Portable Document Format (PDF),,,,,
9/18/2013,.zip,5,353189,353.189,0.353,Packaged Files,ZIP Format,,,,,
9/19/2013,.ai,1,1064717,1064.717,1.065,Vector Drawing,Adobe Illustrator,,,,,
9/19/2013,.psd,1,44186618,44186.618,44.187,Image,Adobe Photoshop,,,,,
9/19/2013,.fbx,1,572848,572.848,0.573,CAD File (2d or 3d),Autodesk FilmBox 3D Asset Exchange Format,,,,,
9/19/2013,.jpg,1,3368528,3368.528,3.369,Image,JPEG File Interchange Format,,,,,
9/19/2013,.mb,7,510140072,510140.072,510.14,CAD File (2d or 3d),Maya Binary File Format,,,,,
9/19/2013,.swatches,5,3217812,3217.812,3.218,CAD File (2d or 3d),Maya Icons or Swatches file,,,,,
9/19/2013,.msg,1,1152512,1152.512,1.153,Email Message,Microsoft Outlook Email Message,,,,,
9/19/2013,.doc,2,270336,270.336,0.27,Text Document,Microsoft Word Document,,,,,
9/19/2013,.pdf,3,1610008,1610.008,1.61,PDF,Portable Document Format (PDF),,,,,
9/19/2013,.zip,6,351522520,351522.52,351.523,Packaged Files,ZIP Format,,,,,
9/20/2013,.JPG,105,130965217,130965.217,130.965,Image,JPEG File Interchange Format,,,,,
9/20/2013,.mb,3,221563612,221563.612,221.564,CAD File (2d or 3d),Maya Binary File Format,,,,,
9/20/2013,.swatches,3,1943120,1943.12,1.943,CAD File (2d or 3d),Maya Icons or Swatches file,,,,,
9/20/2013,.msg,2,2316800,2316.8,2.317,Email Message,Microsoft Outlook Email Message,,,,,
9/20/2013,.doc,3,411136,411.136,0.411,Text Document,Microsoft Word Document,,,,,
9/20/2013,.dgn,2,2469888,2469.888,2.47,CAD File (2d or 3d),Microstation Design File,,,,,
9/20/2013,.pdf,10,198402749,198402.749,198.403,PDF,Portable Document Format (PDF),,,,,
9/20/2013,.PNG,7,1364700,1364.7,1.365,Image,Portable Network Graphics,,,,,
9/20/2013,.zip,10,32807207,32807.207,32.807,Packaged Files,ZIP Format,,,,,
9/21/2013,.mb,3,228922392,228922.392,228.922,CAD File (2d or 3d),Maya Binary File Format,,,,,
9/21/2013,.swatches,2,676523,676.523,0.677,CAD File (2d or 3d),Maya Icons or Swatches file,,,,,
9/21/2013,.pdf,1,11379942,11379.942,11.38,PDF,Portable Document Format (PDF),,,,,
9/21/2013,.3dm,1,57796535,57796.535,57.797,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
9/22/2013,.xls,1,25600,25.6,0.026,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
9/23/2013,.JPG,1,2705116,2705.116,2.705,Image,JPEG File Interchange Format,,,,,
9/23/2013,.mb,5,372663152,372663.152,372.663,CAD File (2d or 3d),Maya Binary File Format,,,,,
9/23/2013,.swatches,4,2039475,2039.475,2.039,CAD File (2d or 3d),Maya Icons or Swatches file,,,,,
9/23/2013,.msg,3,3187200,3187.2,3.187,Email Message,Microsoft Outlook Email Message,,,,,
9/23/2013,.doc,13,1786368,1786.368,1.786,Text Document,Microsoft Word Document,,,,,
9/23/2013,.dgn,2,2186752,2186.752,2.187,CAD File (2d or 3d),Microstation Design File,,,,,
9/23/2013,.pdf,19,19117855,19117.855,19.118,PDF,Portable Document Format (PDF),,,,,
9/23/2013,.zip,21,28362211,28362.211,28.362,Packaged Files,ZIP Format,,,,,
9/24/2013,.dwg,1,3884129,3884.129,3.884,CAD File (2d or 3d),AutoCAD Drawing,,,,,
9/24/2013,.JPG,94,238673747,238673.747,238.674,Image,JPEG File Interchange Format,,,,,
9/24/2013,.mb,3,221578700,221578.7,221.579,CAD File (2d or 3d),Maya Binary File Format,,,,,
9/24/2013,.msg,4,5183488,5183.488,5.183,Email Message,Microsoft Outlook Email Message,,,,,
9/24/2013,.doc,12,1681920,1681.92,1.682,Text Document,Microsoft Word Document,,,,,
9/24/2013,.dgn,7,7728128,7728.128,7.728,CAD File (2d or 3d),Microstation Design File,,,,,
9/24/2013,.nwd,3,62929851,62929.851,62.93,CAD File (2d or 3d),Navisworks Document,,,,,
9/24/2013,.pdf,33,37035307,37035.307,37.035,PDF,Portable Document Format (PDF),,,,,
9/24/2013,.zip,11,11568977,11568.977,11.569,Packaged Files,ZIP Format,,,,,
9/25/2013,.dwg,7,50646796,50646.796,50.647,CAD File (2d or 3d),AutoCAD Drawing,,,,,
9/25/2013,.bak,3,499672,499.672,0.5,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
9/25/2013,.jpg,3,30241,30.241,0.03,Image,JPEG File Interchange Format,,,,,
9/25/2013,.mb,2,147716172,147716.172,147.716,CAD File (2d or 3d),Maya Binary File Format,,,,,
4/9/2014,.zip,1,56041851,56041.851,56.042,Packaged Files,ZIP Format,,,,,
4/15/2014,.msg,1,103424,103.424,0.103,Email Message,Microsoft Outlook Email Message,,,,,
4/15/2014,.dgn,2,6703104,6703.104,6.703,CAD File (2d or 3d),Microstation Design File,,,,,
4/17/2014,.jpg,1,10828959,10828.959,10.829,Image,JPEG File Interchange Format,,,,,
4/21/2014,.msg,1,103936,103.936,0.104,Email Message,Microsoft Outlook Email Message,,,,,
4/21/2014,.pdf,1,110172,110.172,0.11,PDF,Portable Document Format (PDF),,,,,
4/21/2014,.zip,1,53965637,53965.637,53.966,Packaged Files,ZIP Format,,,,,
4/22/2014,.msg,2,138240,138.24,0.138,Email Message,Microsoft Outlook Email Message,,,,,
4/23/2014,.msg,1,62976,62.976,0.063,Email Message,Microsoft Outlook Email Message,,,,,
4/24/2014,.msg,2,74240,74.24,0.074,Email Message,Microsoft Outlook Email Message,,,,,
4/28/2014,.msg,3,12781568,12781.568,12.782,Email Message,Microsoft Outlook Email Message,,,,,
5/5/2014,.dgn,4,2343424,2343.424,2.343,CAD File (2d or 3d),Microstation Design File,,,,,
5/7/2014,.dgn,4,3810816,3810.816,3.811,CAD File (2d or 3d),Microstation Design File,,,,,
5/8/2014,.pdf,2,380382,380.382,0.38,PDF,Portable Document Format (PDF),,,,,
5/8/2014,.zip,2,565705596,565705.596,565.706,Packaged Files,ZIP Format,,,,,
5/14/2014,.pdf,1,123071,123.071,0.123,PDF,Portable Document Format (PDF),,,,,
5/14/2014,.zip,2,145552737,145552.737,145.553,Packaged Files,ZIP Format,,,,,
5/15/2014,.dgn,1,2083840,2083.84,2.084,CAD File (2d or 3d),Microstation Design File,,,,,
5/15/2014,.pdf,5,366717,366.717,0.367,PDF,Portable Document Format (PDF),,,,,
5/15/2014,.zip,1,172916872,172916.872,172.917,Packaged Files,ZIP Format,,,,,
5/20/2014,.msg,8,1733632,1733.632,1.734,Email Message,Microsoft Outlook Email Message,,,,,
5/20/2014,.pdf,2,408418,408.418,0.408,PDF,Portable Document Format (PDF),,,,,
5/20/2014,.zip,2,401757226,401757.226,401.757,Packaged Files,ZIP Format,,,,,
5/22/2014,.msg,3,423936,423.936,0.424,Email Message,Microsoft Outlook Email Message,,,,,
5/26/2014,.DGN,1,242688,242.688,0.243,CAD File (2d or 3d),Microstation Design File,,,,,
5/28/2014,.msg,3,179200,179.2,0.179,Email Message,Microsoft Outlook Email Message,,,,,
5/28/2014,.DGN,1,227840,227.84,0.228,CAD File (2d or 3d),Microstation Design File,,,,,
5/31/2014,.msg,132,39340544,39340.544,39.341,Email Message,Microsoft Outlook Email Message,,,,,
6/2/2014,.msg,3,6898176,6898.176,6.898,Email Message,Microsoft Outlook Email Message,,,,,
6/3/2014,.msg,1,33792,33.792,0.034,Email Message,Microsoft Outlook Email Message,,,,,
6/5/2014,.msg,1,847872,847.872,0.848,Email Message,Microsoft Outlook Email Message,,,,,
6/12/2014,.pdf,1,232460,232.46,0.232,PDF,Portable Document Format (PDF),,,,,
6/14/2014,.dgn,1,841216,841.216,0.841,CAD File (2d or 3d),Microstation Design File,,,,,
6/16/2014,.pdf,3,366886,366.886,0.367,PDF,Portable Document Format (PDF),,,,,
6/16/2014,.zip,2,172479767,172479.767,172.48,Packaged Files,ZIP Format,,,,,
6/17/2014,.pdf,3,1044297,1044.297,1.044,PDF,Portable Document Format (PDF),,,,,
6/17/2014,.tif,1,9491808,9491.808,9.492,Image,Tagged Image File Format,,,,,
6/18/2014,.msg,1,1510912,1510.912,1.511,Email Message,Microsoft Outlook Email Message,,,,,
6/19/2014,.pdf,1,169804,169.804,0.17,PDF,Portable Document Format (PDF),,,,,
6/19/2014,.zip,1,260471929,260471.929,260.472,Packaged Files,ZIP Format,,,,,
6/21/2014,.msg,1,45568,45.568,0.046,Email Message,Microsoft Outlook Email Message,,,,,
6/24/2014,.pdf,1,217173,217.173,0.217,PDF,Portable Document Format (PDF),,,,,
6/24/2014,.zip,1,24240289,24240.289,24.24,Packaged Files,ZIP Format,,,,,
6/25/2014,.dgn,2,2195968,2195.968,2.196,CAD File (2d or 3d),Microstation Design File,,,,,
6/25/2014,.pdf,3,1731424,1731.424,1.731,PDF,Portable Document Format (PDF),,,,,
6/25/2014,.zip,1,12762902,12762.902,12.763,Packaged Files,ZIP Format,,,,,
6/30/2014,.msg,4,2879488,2879.488,2.879,Email Message,Microsoft Outlook Email Message,,,,,
6/30/2014,.pdf,1,1821108,1821.108,1.821,PDF,Portable Document Format (PDF),,,,,
7/1/2014,.pdf,1,251232,251.232,0.251,PDF,Portable Document Format (PDF),,,,,
7/1/2014,.zip,1,5686616,5686.616,5.687,Packaged Files,ZIP Format,,,,,
7/2/2014,.msg,60,169896960,169896.96,169.897,Email Message,Microsoft Outlook Email Message,,,,,
7/2/2014,.zip,1,30641668,30641.668,30.642,Packaged Files,ZIP Format,,,,,
7/3/2014,.msg,41,7271424,7271.424,7.271,Email Message,Microsoft Outlook Email Message,,,,,
7/3/2014,.dgn,3,4201472,4201.472,4.201,CAD File (2d or 3d),Microstation Design File,,,,,
7/3/2014,.pdf,1,4404194,4404.194,4.404,PDF,Portable Document Format (PDF),,,,,
7/5/2014,.jpg,4,6144272,6144.272,6.144,Image,JPEG File Interchange Format,,,,,
7/5/2014,.tif,7,37349524,37349.524,37.35,Image,Tagged Image File Format,,,,,
7/7/2014,.msg,9,1763328,1763.328,1.763,Email Message,Microsoft Outlook Email Message,,,,,
7/8/2014,.pdf,1,123299,123.299,0.123,PDF,Portable Document Format (PDF),,,,,
7/9/2014,.msg,4,161792,161.792,0.162,Email Message,Microsoft Outlook Email Message,,,,,
7/18/2014,.dgn,3,1336320,1336.32,1.336,CAD File (2d or 3d),Microstation Design File,,,,,
7/20/2014,.msg,2,84992,84.992,0.085,Email Message,Microsoft Outlook Email Message,,,,,
7/21/2014,.msg,2,291840,291.84,0.292,Email Message,Microsoft Outlook Email Message,,,,,
7/23/2014,.msg,2,144896,144.896,0.145,Email Message,Microsoft Outlook Email Message,,,,,
7/25/2014,.dgn,1,1041408,1041.408,1.041,CAD File (2d or 3d),Microstation Design File,,,,,
7/28/2014,.msg,1,82432,82.432,0.082,Email Message,Microsoft Outlook Email Message,,,,,
7/29/2014,.msg,2,125440,125.44,0.125,Email Message,Microsoft Outlook Email Message,,,,,
8/4/2014,.msg,4,159232,159.232,0.159,Email Message,Microsoft Outlook Email Message,,,,,
8/4/2014,.dgn,1,966656,966.656,0.967,CAD File (2d or 3d),Microstation Design File,,,,,
8/5/2014,.dgn,1,1098240,1098.24,1.098,CAD File (2d or 3d),Microstation Design File,,,,,
8/7/2014,.msg,2,6721536,6721.536,6.722,Email Message,Microsoft Outlook Email Message,,,,,
8/7/2014,.pdf,1,136811,136.811,0.137,PDF,Portable Document Format (PDF),,,,,
8/7/2014,.zip,1,205653229,205653.229,205.653,Packaged Files,ZIP Format,,,,,
8/9/2014,.msg,2,75776,75.776,0.076,Email Message,Microsoft Outlook Email Message,,,,,
8/11/2014,.msg,315,300395520,300395.52,300.396,Email Message,Microsoft Outlook Email Message,,,,,
8/11/2014,.pdf,1,116675,116.675,0.117,PDF,Portable Document Format (PDF),,,,,
8/18/2014,.msg,144,28300800,28300.8,28.301,Email Message,Microsoft Outlook Email Message,,,,,
8/18/2014,.pdf,1,203768,203.768,0.204,PDF,Portable Document Format (PDF),,,,,
8/18/2014,.zip,1,33683431,33683.431,33.683,Packaged Files,ZIP Format,,,,,
8/19/2014,.msg,1,498176,498.176,0.498,Email Message,Microsoft Outlook Email Message,,,,,
8/20/2014,.msg,20,3685888,3685.888,3.686,Email Message,Microsoft Outlook Email Message,,,,,
8/21/2014,.pdf,1,155162,155.162,0.155,PDF,Portable Document Format (PDF),,,,,
8/21/2014,.zip,1,123128174,123128.174,123.128,Packaged Files,ZIP Format,,,,,
8/22/2014,.pdf,1,217529,217.529,0.218,PDF,Portable Document Format (PDF),,,,,
8/22/2014,.zip,1,44487567,44487.567,44.488,Packaged Files,ZIP Format,,,,,
9/2/2014,.pdf,1,1284405,1284.405,1.284,PDF,Portable Document Format (PDF),,,,,
9/4/2014,.doc,1,46592,46.592,0.047,Text Document,Microsoft Word Document,,,,,
9/4/2014,.pdf,3,3465444,3465.444,3.465,PDF,Portable Document Format (PDF),,,,,
9/5/2014,.pdf,1,94904,94.904,0.095,PDF,Portable Document Format (PDF),,,,,
9/5/2014,.zip,1,277024592,277024.592,277.025,Packaged Files,ZIP Format,,,,,
9/6/2014,.msg,43,6034432,6034.432,6.034,Email Message,Microsoft Outlook Email Message,,,,,
9/8/2014,.DGN,1,686080,686.08,0.686,CAD File (2d or 3d),Microstation Design File,,,,,
9/9/2014,.rsc,1,404,0.404,0,CAD File (2d or 3d),Microstation Resource File,,,,,
9/11/2014,.pdf,2,294194,294.194,0.294,PDF,Portable Document Format (PDF),,,,,
9/11/2014,.zip,2,163283855,163283.855,163.284,Packaged Files,ZIP Format,,,,,
9/24/2014,.pdf,1,152516,152.516,0.153,PDF,Portable Document Format (PDF),,,,,
9/24/2014,.zip,1,25241898,25241.898,25.242,Packaged Files,ZIP Format,,,,,
10/3/2014,.pdf,1,145014,145.014,0.145,PDF,Portable Document Format (PDF),,,,,
10/3/2014,.zip,1,131350344,131350.344,131.35,Packaged Files,ZIP Format,,,,,
10/13/2014,.pdf,1,132239,132.239,0.132,PDF,Portable Document Format (PDF),,,,,
10/13/2014,.zip,1,188191949,188191.949,188.192,Packaged Files,ZIP Format,,,,,
10/16/2014,.pdf,1,160942,160.942,0.161,PDF,Portable Document Format (PDF),,,,,
10/16/2014,.zip,1,118537191,118537.191,118.537,Packaged Files,ZIP Format,,,,,
10/20/2014,.msg,11,595968,595.968,0.596,Email Message,Microsoft Outlook Email Message,,,,,
10/20/2014,.pdf,1,105492,105.492,0.105,PDF,Portable Document Format (PDF),,,,,
10/20/2014,.zip,1,96097120,96097.12,96.097,Packaged Files,ZIP Format,,,,,
10/21/2014,.pdf,1,227539,227.539,0.228,PDF,Portable Document Format (PDF),,,,,
10/21/2014,.zip,1,28272736,28272.736,28.273,Packaged Files,ZIP Format,,,,,
10/28/2014,.pdf,2,1956221,1956.221,1.956,PDF,Portable Document Format (PDF),,,,,
10/29/2014,.pdf,2,465274,465.274,0.465,PDF,Portable Document Format (PDF),,,,,
11/1/2014,.msg,10,19163648,19163.648,19.164,Email Message,Microsoft Outlook Email Message,,,,,
11/17/2014,.msg,30,2977792,2977.792,2.978,Email Message,Microsoft Outlook Email Message,,,,,
11/19/2014,.msg,3,142848,142.848,0.143,Email Message,Microsoft Outlook Email Message,,,,,
11/21/2014,.dgn,2,2703872,2703.872,2.704,CAD File (2d or 3d),Microstation Design File,,,,,
11/26/2014,.zip,1,16876321,16876.321,16.876,Packaged Files,ZIP Format,,,,,
12/4/2014,.dgn,1,701952,701.952,0.702,CAD File (2d or 3d),Microstation Design File,,,,,
2/25/2015,.dgn,2,3248128,3248.128,3.248,CAD File (2d or 3d),Microstation Design File,,,,,
3/5/2015,.dwg,1,563858,563.858,0.564,CAD File (2d or 3d),AutoCAD Drawing,,,,,
4/10/2015,.pdf,1,449111,449.111,0.449,PDF,Portable Document Format (PDF),,,,,
4/10/2015,.zip,1,28997785,28997.785,28.998,Packaged Files,ZIP Format,,,,,
6/2/2015,.nwc,4,9224644,9224.644,9.225,CAD File (2d or 3d),Navisworks Cache,,,,,
6/8/2015,.dgn,1,8608256,8608.256,8.608,CAD File (2d or 3d),Microstation Design File,,,,,
6/9/2015,.dgn,1,290304,290.304,0.29,CAD File (2d or 3d),Microstation Design File,,,,,
6/12/2015,.JPG,2,4310968,4310.968,4.311,Image,JPEG File Interchange Format,,,,,
6/19/2015,.bak,1,637604,637.604,0.638,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
7/6/2015,.dwg,1,658383,658.383,0.658,CAD File (2d or 3d),AutoCAD Drawing,,,,,
7/15/2015,.pdf,1,4654131,4654.131,4.654,PDF,Portable Document Format (PDF),,,,,
7/23/2015,.xmp,1,6845,6.845,0.007,Text Document,Adobe Extensible Metadata Platform file ,,,,,
8/7/2015,.dwg,2,4144051,4144.051,4.144,CAD File (2d or 3d),AutoCAD Drawing,,,,,
8/7/2015,.dgn,4,3560448,3560.448,3.56,CAD File (2d or 3d),Microstation Design File,,,,,
8/7/2015,.xml,1,9259,9.259,0.009,Text Document,XML file ,,,,,
8/7/2015,.zip,1,3343204,3343.204,3.343,Packaged Files,ZIP Format,,,,,
8/19/2015,.msg,186,233355776,233355.776,233.356,Email Message,Microsoft Outlook Email Message,,,,,
12/1/2015,.msg,147,14131712,14131.712,14.132,Email Message,Microsoft Outlook Email Message,,,,,
4/22/2016,.msg,1,2207744,2207.744,2.208,Email Message,Microsoft Outlook Email Message,,,,,
5/9/2016,.nwc,2,1384034,1384.034,1.384,CAD File (2d or 3d),Navisworks Cache,,,,,
5/18/2016,.dwg,1,288812,288.812,0.289,CAD File (2d or 3d),AutoCAD Drawing,,,,,
5/18/2016,.dgn,2,5881856,5881.856,5.882,CAD File (2d or 3d),Microstation Design File,,,,,
6/7/2016,.msg,10,1495040,1495.04,1.495,Email Message,Microsoft Outlook Email Message,,,,,
7/29/2016,.dgn,2,6146560,6146.56,6.147,CAD File (2d or 3d),Microstation Design File,,,,,
8/22/2016,.pdf,1,164354,164.354,0.164,PDF,Portable Document Format (PDF),,,,,
9/9/2016,.pptx,1,12142061,12142.061,12.142,Text Document,Microsoft PowerPoint,,,,,
10/11/2016,.dgn,55,161671351,161671.351,161.671,CAD File (2d or 3d),Microstation Design File,,,,,
10/24/2016,.msg,2,122880,122.88,0.123,Email Message,Microsoft Outlook Email Message,,,,,
10/25/2016,.msg,21,7008256,7008.256,7.008,Email Message,Microsoft Outlook Email Message,,,,,
11/2/2016,.msg,5,847872,847.872,0.848,Email Message,Microsoft Outlook Email Message,,,,,
11/7/2016,.dgn,28,26764800,26764.8,26.765,CAD File (2d or 3d),Microstation Design File,,,,,
11/8/2016,.msg,353,146685952,146685.952,146.686,Email Message,Microsoft Outlook Email Message,,,,,
11/8/2016,.dgn,1,292352,292.352,0.292,CAD File (2d or 3d),Microstation Design File,,,,,
11/10/2016,.msg,134,40034304,40034.304,40.034,Email Message,Microsoft Outlook Email Message,,,,,
11/10/2016,.rsc,1,404,0.404,0,CAD File (2d or 3d),Microstation Resource File,,,,,
11/11/2016,.msg,262,96337920,96337.92,96.338,Email Message,Microsoft Outlook Email Message,,,,,
11/14/2016,.dgn,6,7232000,7232,7.232,CAD File (2d or 3d),Microstation Design File,,,,,
11/18/2016,.msg,109,45125632,45125.632,45.126,Email Message,Microsoft Outlook Email Message,,,,,
11/18/2016,.dgn,1,459776,459.776,0.46,CAD File (2d or 3d),Microstation Design File,,,,,
11/21/2016,.msg,357,150773760,150773.76,150.774,Email Message,Microsoft Outlook Email Message,,,,,
11/22/2016,.msg,565,194646016,194646.016,194.646,Email Message,Microsoft Outlook Email Message,,,,,
11/28/2016,.msg,752,331976704,331976.704,331.977,Email Message,Microsoft Outlook Email Message,,,,,
11/29/2016,.msg,180,67600384,67600.384,67.6,Email Message,Microsoft Outlook Email Message,,,,,
3/6/2017,.imodel,1,15962112,15962.112,15.962,CAD File (2d or 3d),Bentley I-Model Read Only DGN,,,,,
3/6/2017,.log,1,794298,794.298,0.794,Text Document,Log File,,,,,
3/6/2017,.dgn,9,127620608,127620.608,127.621,CAD File (2d or 3d),Microstation Design File,,,,,
3/27/2017,.msg,42,60878848,60878.848,60.879,Email Message,Microsoft Outlook Email Message,,,,,
5/15/2017,.msg,3,385024,385.024,0.385,Email Message,Microsoft Outlook Email Message,,,,,
5/25/2017,.msg,1,69632,69.632,0.07,Email Message,Microsoft Outlook Email Message,,,,,
10/10/2017,.dwg,1,2441595,2441.595,2.442,CAD File (2d or 3d),AutoCAD Drawing,,,,,
10/10/2017,.dgn,1,9703424,9703.424,9.703,CAD File (2d or 3d),Microstation Design File,,,,,
10/30/2017,.dgn,6,55727104,55727.104,55.727,CAD File (2d or 3d),Microstation Design File,,,,,
10/30/2017,.rsc,1,404,0.404,0,CAD File (2d or 3d),Microstation Resource File,,,,,
8/6/2018,.dgn,1,286208,286.208,0.286,CAD File (2d or 3d),Microstation Design File,,,,,
8/6/2018,.rsc,1,404,0.404,0,CAD File (2d or 3d),Microstation Resource File,,,,,
8/8/2018,.xmp,4,35669,35.669,0.036,Text Document,Adobe Extensible Metadata Platform file ,,,,,
10/16/2018,.txt,1,252,0.252,0,Text Document,Plain Text File,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
