Date,Extension,Number of Files Created,File Size in B,File Size in KB,File Size in MB,File Type,File Format,,,,,
11/17/2009,.dgn,7,2369536,2369.536,2.37,CAD File (2d or 3d),Microstation Design File,,,,,
11/18/2009,.dwg,4,1018368,1018.368,1.018,CAD File (2d or 3d),AutoCAD Drawing,,,,,
11/18/2009,.CATProduct,1,74546,74.546,0.075,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
11/18/2009,.CATPart,4,55203462,55203.462,55.203,CAD File (2d or 3d),CATIA V5 Part file,,,,,
11/18/2009,.jpg,8,1310364,1310.364,1.31,Image,JPEG File Interchange Format,,,,,
11/18/2009,.log,5,2163763,2163.763,2.164,Text Document,Log File,,,,,
11/18/2009,.xls,2,133632,133.632,0.134,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
11/18/2009,.doc,2,62464,62.464,0.062,Text Document,Microsoft Word Document,,,,,
11/18/2009,.pdf,1,347064,347.064,0.347,PDF,Portable Document Format (PDF),,,,,
11/18/2009,.stp,5,97917000,97917,97.917,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
11/19/2009,.dwg,3,721312,721.312,0.721,CAD File (2d or 3d),AutoCAD Drawing,,,,,
11/19/2009,.CATProduct,1,25933,25.933,0.026,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
11/19/2009,.CATPart,3,38021634,38021.634,38.022,CAD File (2d or 3d),CATIA V5 Part file,,,,,
11/19/2009,.xls,2,118272,118.272,0.118,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
11/19/2009,.doc,1,111104,111.104,0.111,Text Document,Microsoft Word Document,,,,,
11/19/2009,.dgn,9,6099456,6099.456,6.099,CAD File (2d or 3d),Microstation Design File,,,,,
11/19/2009,.pdf,11,11291311,11291.311,11.291,PDF,Portable Document Format (PDF),,,,,
11/20/2009,.CATPart,1,431197,431.197,0.431,CAD File (2d or 3d),CATIA V5 Part file,,,,,
11/20/2009,.jpg,1,118803,118.803,0.119,Image,JPEG File Interchange Format,,,,,
11/23/2009,.dwg,1,1293614,1293.614,1.294,CAD File (2d or 3d),AutoCAD Drawing,,,,,
11/23/2009,.CATPart,7,26146680,26146.68,26.147,CAD File (2d or 3d),CATIA V5 Part file,,,,,
11/23/2009,.JPG,14,35479099,35479.099,35.479,Image,JPEG File Interchange Format,,,,,
11/23/2009,.log,10,148279,148.279,0.148,Text Document,Log File,,,,,
11/23/2009,.pdf,19,16603682,16603.682,16.604,PDF,Portable Document Format (PDF),,,,,
11/23/2009,.stp,10,45855373,45855.373,45.855,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
11/24/2009,.ai,4,60369923,60369.923,60.37,Vector Drawing,Adobe Illustrator,,,,,
11/24/2009,.dwg,7,4274437,4274.437,4.274,CAD File (2d or 3d),AutoCAD Drawing,,,,,
11/24/2009,.CATProduct,1,31887,31.887,0.032,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
11/24/2009,.CATPart,5,45081762,45081.762,45.082,CAD File (2d or 3d),CATIA V5 Part file,,,,,
11/24/2009,.jpg,50,54764786,54764.786,54.765,Image,JPEG File Interchange Format,,,,,
11/24/2009,.pdf,2,444965,444.965,0.445,PDF,Portable Document Format (PDF),,,,,
11/25/2009,.doc,5,1082368,1082.368,1.082,Text Document,Microsoft Word Document,,,,,
11/25/2009,.docx,1,51124,51.124,0.051,Text Document,Microsoft Word for Windows,,,,,
11/25/2009,.pdf,1,1465494,1465.494,1.465,PDF,Portable Document Format (PDF),,,,,
11/25/2009,.bas,1,735,0.735,0.001,Program or System File,unk-Visual Basic,,,,,
11/26/2009,.pdf,1,356670,356.67,0.357,PDF,Portable Document Format (PDF),,,,,
11/27/2009,.xls,1,109056,109.056,0.109,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
11/27/2009,.pdf,1,3721520,3721.52,3.722,PDF,Portable Document Format (PDF),,,,,
11/30/2009,.dwg,1,352576,352.576,0.353,CAD File (2d or 3d),AutoCAD Drawing,,,,,
11/30/2009,.xls,1,26624,26.624,0.027,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
11/30/2009,.doc,1,323584,323.584,0.324,Text Document,Microsoft Word Document,,,,,
11/30/2009,.pdf,8,9731213,9731.213,9.731,PDF,Portable Document Format (PDF),,,,,
12/1/2009,.dwg,2,1997410,1997.41,1.997,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/1/2009,.CATPart,1,892471,892.471,0.892,CAD File (2d or 3d),CATIA V5 Part file,,,,,
12/1/2009,.igs,1,49491,49.491,0.049,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
12/1/2009,.jpg,1,12759,12.759,0.013,Image,JPEG File Interchange Format,,,,,
12/1/2009,.log,1,620,0.62,0.001,Text Document,Log File,,,,,
12/1/2009,.doc,1,55296,55.296,0.055,Text Document,Microsoft Word Document,,,,,
12/1/2009,.pdf,13,30181710,30181.71,30.182,PDF,Portable Document Format (PDF),,,,,
12/1/2009,.stp,1,46827,46.827,0.047,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
12/2/2009,.dwg,14,4867042,4867.042,4.867,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/2/2009,.jpg,10,52432008,52432.008,52.432,Image,JPEG File Interchange Format,,,,,
12/2/2009,.job,1,3892,3.892,0.004,CAD File (2d or 3d),Microstation Batch Print File,,,,,
12/2/2009,.bcnv,2,38527,38.527,0.039,CAD File (2d or 3d),MicroStation V8 Batch Conversion File,,,,,
12/2/2009,.pdf,3,42036362,42036.362,42.036,PDF,Portable Document Format (PDF),,,,,
12/3/2009,.dwg,3,805008,805.008,0.805,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/3/2009,.CATProduct,1,14850,14.85,0.015,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
12/3/2009,.CATPart,2,44064480,44064.48,44.064,CAD File (2d or 3d),CATIA V5 Part file,,,,,
12/3/2009,.dxf,1,80984614,80984.614,80.985,CAD File (2d or 3d),Drawing Interchange File Format (ASCII),,,,,
12/3/2009,.log,2,20186,20.186,0.02,Text Document,Log File,,,,,
12/3/2009,.doc,1,44544,44.544,0.045,Text Document,Microsoft Word Document,,,,,
12/3/2009,.pdf,1,14854,14.854,0.015,PDF,Portable Document Format (PDF),,,,,
12/3/2009,.stp,3,38320811,38320.811,38.321,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
12/3/2009,.3dm,1,42544111,42544.111,42.544,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
12/4/2009,.dwg,4,1133724,1133.724,1.134,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/4/2009,.CATProduct,2,96670,96.67,0.097,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
12/4/2009,.CATPart,2,4073269,4073.269,4.073,CAD File (2d or 3d),CATIA V5 Part file,,,,,
12/4/2009,.log,1,10547,10.547,0.011,Text Document,Log File,,,,,
12/4/2009,.dgn,25,2921835,2921.835,2.922,CAD File (2d or 3d),Microstation Design File,,,,,
12/4/2009,.pdf,4,1384185,1384.185,1.384,PDF,Portable Document Format (PDF),,,,,
12/4/2009,.stp,2,1870977,1870.977,1.871,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
12/5/2009,.dwg,11,3080608,3080.608,3.081,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/5/2009,.dgn,13,1180172,1180.172,1.18,CAD File (2d or 3d),Microstation Design File,,,,,
12/5/2009,.pdf,2,3248069,3248.069,3.248,PDF,Portable Document Format (PDF),,,,,
12/7/2009,.dwg,27,16240710,16240.71,16.241,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/7/2009,.mb,15,75780028,75780.028,75.78,CAD File (2d or 3d),Maya Binary File Format,,,,,
12/7/2009,.dgn,10,9612800,9612.8,9.613,CAD File (2d or 3d),Microstation Design File,,,,,
12/7/2009,.pdf,6,17697729,17697.729,17.698,PDF,Portable Document Format (PDF),,,,,
12/7/2009,.stp,13,104714133,104714.133,104.714,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
12/8/2009,.dwg,11,8211871,8211.871,8.212,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/8/2009,.mb,2,65877268,65877.268,65.877,CAD File (2d or 3d),Maya Binary File Format,,,,,
12/8/2009,.dgn,10,11658240,11658.24,11.658,CAD File (2d or 3d),Microstation Design File,,,,,
12/8/2009,.pdf,3,285401,285.401,0.285,PDF,Portable Document Format (PDF),,,,,
12/9/2009,.dwg,100,55810813,55810.813,55.811,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/9/2009,.log,2,856,0.856,0.001,Text Document,Log File,,,,,
12/9/2009,.doc,2,429568,429.568,0.43,Text Document,Microsoft Word Document,,,,,
12/9/2009,.dgn,11,1672704,1672.704,1.673,CAD File (2d or 3d),Microstation Design File,,,,,
12/9/2009,.pdf,6,13668659,13668.659,13.669,PDF,Portable Document Format (PDF),,,,,
12/9/2009,.stp,2,223311068,223311.068,223.311,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
12/9/2009,.3dm,6,27442149,27442.149,27.442,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
12/10/2009,.dwg,6,1994171,1994.171,1.994,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/10/2009,.dgn,11,5348326,5348.326,5.348,CAD File (2d or 3d),Microstation Design File,,,,,
12/10/2009,.pdf,2,1175633,1175.633,1.176,PDF,Portable Document Format (PDF),,,,,
12/10/2009,.3dm,2,216611653,216611.653,216.612,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
12/11/2009,.dwg,46,26672681,26672.681,26.673,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/11/2009,.doc,168,7344640,7344.64,7.345,Text Document,Microsoft Word Document,,,,,
12/11/2009,.docx,2,58398,58.398,0.058,Text Document,Microsoft Word for Windows,,,,,
12/11/2009,.dgn,21,2544422,2544.422,2.544,CAD File (2d or 3d),Microstation Design File,,,,,
12/11/2009,.pdf,1,10424808,10424.808,10.425,PDF,Portable Document Format (PDF),,,,,
12/12/2009,.dwg,4,2720096,2720.096,2.72,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/12/2009,.pdf,1,25492,25.492,0.025,PDF,Portable Document Format (PDF),,,,,
12/13/2009,.dwg,100,61514793,61514.793,61.515,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/13/2009,.pdf,1,18869,18.869,0.019,PDF,Portable Document Format (PDF),,,,,
12/14/2009,.dwg,54,307854024,307854.024,307.854,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/14/2009,.xls,1,93184,93.184,0.093,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
12/14/2009,.doc,9,500224,500.224,0.5,Text Document,Microsoft Word Document,,,,,
12/14/2009,.dgn,6,481116,481.116,0.481,CAD File (2d or 3d),Microstation Design File,,,,,
12/14/2009,.pdf,1,19128,19.128,0.019,PDF,Portable Document Format (PDF),,,,,
12/14/2009,.3dm,1,2878801,2878.801,2.879,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
12/15/2009,.dwg,6,12485144,12485.144,12.485,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/15/2009,.doc,1,328192,328.192,0.328,Text Document,Microsoft Word Document,,,,,
12/15/2009,.dgn,2,639488,639.488,0.639,CAD File (2d or 3d),Microstation Design File,,,,,
12/15/2009,.pdf,5,3381974,3381.974,3.382,PDF,Portable Document Format (PDF),,,,,
12/16/2009,.dwg,13,19267866,19267.866,19.268,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/16/2009,.pdf,1,1128320,1128.32,1.128,PDF,Portable Document Format (PDF),,,,,
12/17/2009,.dwg,97,163283498,163283.498,163.283,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/17/2009,.xls,36,2432000,2432,2.432,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
12/17/2009,.doc,14,733954,733.954,0.734,Text Document,Microsoft Word Document,,,,,
12/17/2009,.job,1,11960,11.96,0.012,CAD File (2d or 3d),Microstation Batch Print File,,,,,
12/17/2009,.dgn,63,5122662,5122.662,5.123,CAD File (2d or 3d),Microstation Design File,,,,,
12/17/2009,.mvba,1,9216,9.216,0.009,CAD File (2d or 3d),MicroStation VBA Project,,,,,
12/17/2009,.pdf,8,140988258,140988.258,140.988,PDF,Portable Document Format (PDF),,,,,
12/18/2009,.dwg,11,5707996,5707.996,5.708,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/18/2009,.CATPart,1,30542346,30542.346,30.542,CAD File (2d or 3d),CATIA V5 Part file,,,,,
12/18/2009,.plt,1,8464,8.464,0.008,Vector Drawing,Hewlett Packard Vector Graphic Plotter File,,,,,
12/18/2009,.log,1,573,0.573,0.001,Text Document,Log File,,,,,
12/18/2009,.xls,3,196608,196.608,0.197,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
12/18/2009,.doc,23,2690048,2690.048,2.69,Text Document,Microsoft Word Document,,,,,
12/18/2009,.job,2,23935,23.935,0.024,CAD File (2d or 3d),Microstation Batch Print File,,,,,
12/18/2009,.pdf,286,145567212,145567.212,145.567,PDF,Portable Document Format (PDF),,,,,
12/18/2009,.stp,1,25340936,25340.936,25.341,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
12/21/2009,.dwg,1,455269,455.269,0.455,CAD File (2d or 3d),AutoCAD Drawing,,,,,
12/21/2009,.CATPart,1,8473761,8473.761,8.474,CAD File (2d or 3d),CATIA V5 Part file,,,,,
12/21/2009,.xls,1,20480,20.48,0.02,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
12/21/2009,.pdf,3,321827,321.827,0.322,PDF,Portable Document Format (PDF),,,,,
12/23/2009,.CATPart,2,43475730,43475.73,43.476,CAD File (2d or 3d),CATIA V5 Part file,,,,,
12/23/2009,.xml,1,708854,708.854,0.709,Text Document,XML file ,,,,,
1/4/2010,.dgn,7,3195392,3195.392,3.195,CAD File (2d or 3d),Microstation Design File,,,,,
1/4/2010,.pdf,1,65452,65.452,0.065,PDF,Portable Document Format (PDF),,,,,
1/5/2010,.mvba,1,9216,9.216,0.009,CAD File (2d or 3d),MicroStation VBA Project,,,,,
1/6/2010,.jpg,2,21379369,21379.369,21.379,Image,JPEG File Interchange Format,,,,,
1/6/2010,.xls,1,180224,180.224,0.18,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
1/6/2010,.pdf,4,316679,316.679,0.317,PDF,Portable Document Format (PDF),,,,,
1/7/2010,.log,1,4201,4.201,0.004,Text Document,Log File,,,,,
1/7/2010,.pdf,14,2370712,2370.712,2.371,PDF,Portable Document Format (PDF),,,,,
1/8/2010,.ai,1,1077448,1077.448,1.077,Vector Drawing,Adobe Illustrator,,,,,
1/8/2010,.dwg,3,4470208,4470.208,4.47,CAD File (2d or 3d),AutoCAD Drawing,,,,,
1/8/2010,.jpg,1,755771,755.771,0.756,Image,JPEG File Interchange Format,,,,,
1/8/2010,.dgn,2,1846272,1846.272,1.846,CAD File (2d or 3d),Microstation Design File,,,,,
1/8/2010,.pdf,2,343369,343.369,0.343,PDF,Portable Document Format (PDF),,,,,
1/8/2010,.stp,1,20744,20.744,0.021,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
1/11/2010,.doc,1,198144,198.144,0.198,Text Document,Microsoft Word Document,,,,,
1/11/2010,.pdf,4,416367,416.367,0.416,PDF,Portable Document Format (PDF),,,,,
1/12/2010,.CATPart,8,57071804,57071.804,57.072,CAD File (2d or 3d),CATIA V5 Part file,,,,,
1/12/2010,.log,3,5090,5.09,0.005,Text Document,Log File,,,,,
1/12/2010,.stp,11,50170884,50170.884,50.171,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
1/13/2010,.log,1,1380,1.38,0.001,Text Document,Log File,,,,,
1/13/2010,.stp,1,89681,89.681,0.09,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
1/14/2010,.CATPart,3,881370,881.37,0.881,CAD File (2d or 3d),CATIA V5 Part file,,,,,
1/14/2010,.doc,2,120832,120.832,0.121,Text Document,Microsoft Word Document,,,,,
1/14/2010,.dgn,3,4405760,4405.76,4.406,CAD File (2d or 3d),Microstation Design File,,,,,
1/14/2010,.pdf,3,519799,519.799,0.52,PDF,Portable Document Format (PDF),,,,,
1/15/2010,.jpg,2,127851,127.851,0.128,Image,JPEG File Interchange Format,,,,,
1/15/2010,.tif,2,162806324,162806.324,162.806,Image,Tagged Image File Format,,,,,
1/17/2010,.pdf,2,188596,188.596,0.189,PDF,Portable Document Format (PDF),,,,,
1/18/2010,.doc,34,1634816,1634.816,1.635,Text Document,Microsoft Word Document,,,,,
1/18/2010,.pdf,3,275063,275.063,0.275,PDF,Portable Document Format (PDF),,,,,
1/19/2010,.dwg,1,389181,389.181,0.389,CAD File (2d or 3d),AutoCAD Drawing,,,,,
1/19/2010,.docx,1,16229,16.229,0.016,Text Document,Microsoft Word for Windows,,,,,
1/19/2010,.dgn,8,1129984,1129.984,1.13,CAD File (2d or 3d),Microstation Design File,,,,,
1/19/2010,.mvba,1,9216,9.216,0.009,CAD File (2d or 3d),MicroStation VBA Project,,,,,
1/19/2010,.pdf,1,148637,148.637,0.149,PDF,Portable Document Format (PDF),,,,,
1/20/2010,.ctb,3,14370,14.37,0.014,CAD File (2d or 3d),AutoCAD Colour-Dependant Plot Style Table,,,,,
1/20/2010,.doc,41,2019840,2019.84,2.02,Text Document,Microsoft Word Document,,,,,
1/20/2010,.job,1,3070,3.07,0.003,CAD File (2d or 3d),Microstation Batch Print File,,,,,
1/20/2010,.dgn,16,4019712,4019.712,4.02,CAD File (2d or 3d),Microstation Design File,,,,,
1/20/2010,.bcnv,1,10421,10.421,0.01,CAD File (2d or 3d),MicroStation V8 Batch Conversion File,,,,,
1/20/2010,.zip,1,618240,618.24,0.618,Packaged Files,ZIP Format,,,,,
1/21/2010,.CATPart,2,2566777,2566.777,2.567,CAD File (2d or 3d),CATIA V5 Part file,,,,,
1/21/2010,.log,10,1814529,1814.529,1.815,Text Document,Log File,,,,,
1/21/2010,.doc,4,232448,232.448,0.232,Text Document,Microsoft Word Document,,,,,
1/21/2010,.dgn,5,1768960,1768.96,1.769,CAD File (2d or 3d),Microstation Design File,,,,,
1/21/2010,.bcnv,1,28732,28.732,0.029,CAD File (2d or 3d),MicroStation V8 Batch Conversion File,,,,,
1/21/2010,.stp,11,237738818,237738.818,237.739,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
1/22/2010,.DWG,1,1095568,1095.568,1.096,CAD File (2d or 3d),AutoCAD Drawing,,,,,
1/22/2010,.CATProduct,1,25795,25.795,0.026,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
1/22/2010,.CATPart,1,2949368,2949.368,2.949,CAD File (2d or 3d),CATIA V5 Part file,,,,,
1/22/2010,.doc,6,354816,354.816,0.355,Text Document,Microsoft Word Document,,,,,
1/22/2010,.docx,29,1202189,1202.189,1.202,Text Document,Microsoft Word for Windows,,,,,
1/22/2010,.dgn,1,503296,503.296,0.503,CAD File (2d or 3d),Microstation Design File,,,,,
1/22/2010,.hln,1,112640,112.64,0.113,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
1/22/2010,.stp,1,192025,192.025,0.192,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
1/25/2010,.dwg,1,1165191,1165.191,1.165,CAD File (2d or 3d),AutoCAD Drawing,,,,,
1/25/2010,.CATPart,2,40550702,40550.702,40.551,CAD File (2d or 3d),CATIA V5 Part file,,,,,
1/25/2010,.xls,1,176128,176.128,0.176,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
1/25/2010,.doc,202,9172992,9172.992,9.173,Text Document,Microsoft Word Document,,,,,
1/25/2010,.docx,2,62132,62.132,0.062,Text Document,Microsoft Word for Windows,,,,,
1/25/2010,.dgn,2,475136,475.136,0.475,CAD File (2d or 3d),Microstation Design File,,,,,
1/25/2010,.pdf,7,550964,550.964,0.551,PDF,Portable Document Format (PDF),,,,,
1/26/2010,.CATPart,4,29840476,29840.476,29.84,CAD File (2d or 3d),CATIA V5 Part file,,,,,
1/26/2010,.xls,3,370176,370.176,0.37,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
1/26/2010,.doc,1,104448,104.448,0.104,Text Document,Microsoft Word Document,,,,,
1/26/2010,.mvba,1,9216,9.216,0.009,CAD File (2d or 3d),MicroStation VBA Project,,,,,
1/26/2010,.pdf,6,1432039,1432.039,1.432,PDF,Portable Document Format (PDF),,,,,
1/27/2010,.dwg,31,77377664,77377.664,77.378,CAD File (2d or 3d),AutoCAD Drawing,,,,,
1/27/2010,.CATProduct,1,24079,24.079,0.024,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
1/27/2010,.CATPart,9,158287587,158287.587,158.288,CAD File (2d or 3d),CATIA V5 Part file,,,,,
1/27/2010,.xls,8,704000,704,0.704,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
1/27/2010,.doc,36,2630144,2630.144,2.63,Text Document,Microsoft Word Document,,,,,
1/27/2010,.dgn,5,430080,430.08,0.43,CAD File (2d or 3d),Microstation Design File,,,,,
1/27/2010,.mat,1,49,0.049,0,CAD File (2d or 3d),Microstation Material file,,,,,
1/27/2010,.pdf,40,4629449,4629.449,4.629,PDF,Portable Document Format (PDF),,,,,
1/27/2010,.stp,3,21076030,21076.03,21.076,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
1/27/2010,.3dm,1,33946447,33946.447,33.946,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
1/28/2010,.CATPart,1,8236484,8236.484,8.236,CAD File (2d or 3d),CATIA V5 Part file,,,,,
1/28/2010,.xls,22,2110976,2110.976,2.111,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
1/28/2010,.DOC,240,30407168,30407.168,30.407,Text Document,Microsoft Word Document,,,,,
1/28/2010,.job,1,12161,12.161,0.012,CAD File (2d or 3d),Microstation Batch Print File,,,,,
1/28/2010,.pdf,356,161741564,161741.564,161.742,PDF,Portable Document Format (PDF),,,,,
1/28/2010,.stp,1,6156139,6156.139,6.156,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
1/29/2010,.xls,2,185344,185.344,0.185,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
1/29/2010,.doc,5,247808,247.808,0.248,Text Document,Microsoft Word Document,,,,,
1/29/2010,.docx,3,36916,36.916,0.037,Text Document,Microsoft Word for Windows,,,,,
1/29/2010,.dgn,1,390656,390.656,0.391,CAD File (2d or 3d),Microstation Design File,,,,,
1/29/2010,.pdf,31,62171618,62171.618,62.172,PDF,Portable Document Format (PDF),,,,,
1/30/2010,.CATPart,7,94879792,94879.792,94.88,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/1/2010,.DWG,4,2015854,2015.854,2.016,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2/1/2010,.doc,3,189440,189.44,0.189,Text Document,Microsoft Word Document,,,,,
2/1/2010,.bcnv,1,115321,115.321,0.115,CAD File (2d or 3d),MicroStation V8 Batch Conversion File,,,,,
2/1/2010,.pdf,22,33989521,33989.521,33.99,PDF,Portable Document Format (PDF),,,,,
2/2/2010,.CATPart,2,1631708,1631.708,1.632,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/2/2010,.igs,3,1461159,1461.159,1.461,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/2/2010,.job,1,9700,9.7,0.01,CAD File (2d or 3d),Microstation Batch Print File,,,,,
2/2/2010,.bcnv,1,35187,35.187,0.035,CAD File (2d or 3d),MicroStation V8 Batch Conversion File,,,,,
2/2/2010,.stp,2,2181911,2181.911,2.182,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2/3/2010,.CATPart,3,9483079,9483.079,9.483,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/3/2010,.igs,2,362232,362.232,0.362,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/3/2010,.jpg,1,679711,679.711,0.68,Image,JPEG File Interchange Format,,,,,
2/3/2010,.doc,2,85504,85.504,0.086,Text Document,Microsoft Word Document,,,,,
2/3/2010,.dgn,4,3328000,3328,3.328,CAD File (2d or 3d),Microstation Design File,,,,,
2/3/2010,.pdf,1,236313,236.313,0.236,PDF,Portable Document Format (PDF),,,,,
2/3/2010,.stp,2,644979,644.979,0.645,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2/4/2010,.igs,5,1030158,1030.158,1.03,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/4/2010,.dgn,1,581632,581.632,0.582,CAD File (2d or 3d),Microstation Design File,,,,,
2/5/2010,.igs,2,469071,469.071,0.469,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/5/2010,.log,1,2706,2.706,0.003,Text Document,Log File,,,,,
2/8/2010,.CATPart,1,3398828,3398.828,3.399,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/8/2010,.igs,2,101979,101.979,0.102,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/8/2010,.docx,1,28376,28.376,0.028,Text Document,Microsoft Word for Windows,,,,,
2/8/2010,.dgn,1,161280,161.28,0.161,CAD File (2d or 3d),Microstation Design File,,,,,
2/8/2010,.pdf,3,3384050,3384.05,3.384,PDF,Portable Document Format (PDF),,,,,
2/9/2010,.dwg,15,6753888,6753.888,6.754,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2/9/2010,.CATPart,1,481536,481.536,0.482,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/9/2010,.igs,1,724950,724.95,0.725,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/9/2010,.log,1,2288,2.288,0.002,Text Document,Log File,,,,,
2/9/2010,.xls,1,20992,20.992,0.021,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2/9/2010,.pdf,5,9129446,9129.446,9.129,PDF,Portable Document Format (PDF),,,,,
2/9/2010,.stp,1,428828,428.828,0.429,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2/10/2010,.dwg,12,1360340,1360.34,1.36,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2/10/2010,.dxf,1,796772,796.772,0.797,CAD File (2d or 3d),Drawing Interchange File Format (ASCII),,,,,
2/10/2010,.ghx,1,616047,616.047,0.616,CAD File (2d or 3d),Grasshopper XML File,,,,,
2/10/2010,.log,1,1029,1.029,0.001,Text Document,Log File,,,,,
2/10/2010,.DGN,207,279086889,279086.889,279.087,CAD File (2d or 3d),Microstation Design File,,,,,
2/10/2010,.bprc,2,20190,20.19,0.02,CAD File (2d or 3d),MicroStation V8 Batch Process File,,,,,
2/10/2010,.txt,1,422,0.422,0,Text Document,Plain Text File,,,,,
2/10/2010,.bas,1,1135,1.135,0.001,Program or System File,unk-Visual Basic,,,,,
2/11/2010,.CATPart,2,24138977,24138.977,24.139,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/11/2010,.log,1,937,0.937,0.001,Text Document,Log File,,,,,
2/11/2010,.dgn,83,71696159,71696.159,71.696,CAD File (2d or 3d),Microstation Design File,,,,,
2/11/2010,.pdf,1,41306,41.306,0.041,PDF,Portable Document Format (PDF),,,,,
2/11/2010,.bas,1,814,0.814,0.001,Program or System File,unk-Visual Basic,,,,,
2/12/2010,.dwg,1,1234164,1234.164,1.234,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2/12/2010,.CATProduct,1,21194,21.194,0.021,CAD File (2d or 3d),CATIA V5 Assembly file,,,,,
